================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo3.go
Fecha y hora: 12/11/2025 21:22:16
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (428)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    7 | Columna:    8
Token: PLUS_ASSIGN          | Valor: +=                             | Línea:  162 | Columna:   14
Token: RBRACE               | Valor: }                              | Línea:  163 | Columna:    5
Token: DIVIDE               | Valor: /                              | Línea:  164 | Columna:   17
Token: LPAREN               | Valor: (                              | Línea:  164 | Columna:   26
Token: LPAREN               | Valor: (                              | Línea:  164 | Columna:   30
Token: RPAREN               | Valor: )                              | Línea:  164 | Columna:   38
Token: RPAREN               | Valor: )                              | Línea:  164 | Columna:   39
Token: RBRACE               | Valor: }                              | Línea:  165 | Columna:    1
Token: LPAREN               | Valor: (                              | Línea:  168 | Columna:   17
Token: TIMES                | Valor: *                              | Línea:  168 | Columna:   22
Token: RPAREN               | Valor: )                              | Línea:  168 | Columna:   26
Token: LBRACE               | Valor: {                              | Línea:  168 | Columna:   28
Token: TIMES                | Valor: *                              | Línea:  169 | Columna:    5
Token: ASSIGN               | Valor: =                              | Línea:  169 | Columna:   10
Token: TIMES                | Valor: *                              | Línea:  169 | Columna:   12
Token: PLUS                 | Valor: +                              | Línea:  169 | Columna:   17
Token: RBRACE               | Valor: }                              | Línea:  170 | Columna:    1

================================================================================
ERRORES LÉXICOS (2006)
--------------------------------------------------------------------------------
Carácter ilegal 'p' en línea 5, columna 1
Carácter ilegal 'a' en línea 5, columna 2
Carácter ilegal 'c' en línea 5, columna 3
Carácter ilegal 'k' en línea 5, columna 4
Carácter ilegal 'a' en línea 5, columna 5
Carácter ilegal 'g' en línea 5, columna 6
Carácter ilegal 'e' en línea 5, columna 7
Carácter ilegal 'm' en línea 5, columna 9
Carácter ilegal 'a' en línea 5, columna 10
Carácter ilegal 'i' en línea 5, columna 11
Carácter ilegal 'n' en línea 5, columna 12
Carácter ilegal 'i' en línea 7, columna 1
Carácter ilegal 'm' en línea 7, columna 2
Carácter ilegal 'p' en línea 7, columna 3
Carácter ilegal 'o' en línea 7, columna 4
Carácter ilegal 'r' en línea 7, columna 5
Carácter ilegal 't' en línea 7, columna 6
Carácter ilegal '"' en línea 8, columna 5
Carácter ilegal 'f' en línea 8, columna 6
Carácter ilegal 'm' en línea 8, columna 7
Carácter ilegal 't' en línea 8, columna 8
Carácter ilegal '"' en línea 8, columna 9
Carácter ilegal '"' en línea 9, columna 5
Carácter ilegal 'e' en línea 9, columna 6
Carácter ilegal 'r' en línea 9, columna 7
Carácter ilegal 'r' en línea 9, columna 8
Carácter ilegal 'o' en línea 9, columna 9
Carácter ilegal 'r' en línea 9, columna 10
Carácter ilegal 's' en línea 9, columna 11
Carácter ilegal '"' en línea 9, columna 12
Carácter ilegal 'f' en línea 12, columna 1
Carácter ilegal 'u' en línea 12, columna 2
Carácter ilegal 'n' en línea 12, columna 3
Carácter ilegal 'c' en línea 12, columna 4
Carácter ilegal 'm' en línea 12, columna 6
Carácter ilegal 'a' en línea 12, columna 7
Carácter ilegal 'i' en línea 12, columna 8
Carácter ilegal 'n' en línea 12, columna 9
Carácter ilegal 'v' en línea 14, columna 5
Carácter ilegal 'a' en línea 14, columna 6
Carácter ilegal 'r' en línea 14, columna 7
Carácter ilegal 'n' en línea 14, columna 9
Carácter ilegal 'u' en línea 14, columna 10
Carácter ilegal 'm' en línea 14, columna 11
Carácter ilegal 'e' en línea 14, columna 12
Carácter ilegal 'r' en línea 14, columna 13
Carácter ilegal 'o' en línea 14, columna 14
Carácter ilegal 's' en línea 14, columna 15
Carácter ilegal '5' en línea 14, columna 18
Carácter ilegal 'i' en línea 14, columna 20
Carácter ilegal 'n' en línea 14, columna 21
Carácter ilegal 't' en línea 14, columna 22
Carácter ilegal 'n' en línea 15, columna 5
Carácter ilegal 'u' en línea 15, columna 6
Carácter ilegal 'm' en línea 15, columna 7
Carácter ilegal 'e' en línea 15, columna 8
Carácter ilegal 'r' en línea 15, columna 9
Carácter ilegal 'o' en línea 15, columna 10
Carácter ilegal 's' en línea 15, columna 11
Carácter ilegal '0' en línea 15, columna 13
Carácter ilegal '1' en línea 15, columna 18
Carácter ilegal '0' en línea 15, columna 19
Carácter ilegal 'n' en línea 16, columna 5
Carácter ilegal 'u' en línea 16, columna 6
Carácter ilegal 'm' en línea 16, columna 7
Carácter ilegal 'e' en línea 16, columna 8
Carácter ilegal 'r' en línea 16, columna 9
Carácter ilegal 'o' en línea 16, columna 10
Carácter ilegal 's' en línea 16, columna 11
Carácter ilegal '1' en línea 16, columna 13
Carácter ilegal '2' en línea 16, columna 18
Carácter ilegal '0' en línea 16, columna 19
Carácter ilegal 'n' en línea 17, columna 5
Carácter ilegal 'u' en línea 17, columna 6
Carácter ilegal 'm' en línea 17, columna 7
Carácter ilegal 'e' en línea 17, columna 8
Carácter ilegal 'r' en línea 17, columna 9
Carácter ilegal 'o' en línea 17, columna 10
Carácter ilegal 's' en línea 17, columna 11
Carácter ilegal '2' en línea 17, columna 13
Carácter ilegal '3' en línea 17, columna 18
Carácter ilegal '0' en línea 17, columna 19
Carácter ilegal 'n' en línea 18, columna 5
Carácter ilegal 'u' en línea 18, columna 6
Carácter ilegal 'm' en línea 18, columna 7
Carácter ilegal 'e' en línea 18, columna 8
Carácter ilegal 'r' en línea 18, columna 9
Carácter ilegal 'o' en línea 18, columna 10
Carácter ilegal 's' en línea 18, columna 11
Carácter ilegal '3' en línea 18, columna 13
Carácter ilegal '4' en línea 18, columna 18
Carácter ilegal '0' en línea 18, columna 19
Carácter ilegal 'n' en línea 19, columna 5
Carácter ilegal 'u' en línea 19, columna 6
Carácter ilegal 'm' en línea 19, columna 7
Carácter ilegal 'e' en línea 19, columna 8
Carácter ilegal 'r' en línea 19, columna 9
Carácter ilegal 'o' en línea 19, columna 10
Carácter ilegal 's' en línea 19, columna 11
Carácter ilegal '4' en línea 19, columna 13
Carácter ilegal '5' en línea 19, columna 18
Carácter ilegal '0' en línea 19, columna 19
Carácter ilegal 'd' en línea 21, columna 5
Carácter ilegal 'i' en línea 21, columna 6
Carácter ilegal 'a' en línea 21, columna 7
Carácter ilegal 's' en línea 21, columna 8
Carácter ilegal 'S' en línea 21, columna 9
Carácter ilegal 'e' en línea 21, columna 10
Carácter ilegal 'm' en línea 21, columna 11
Carácter ilegal 'a' en línea 21, columna 12
Carácter ilegal 'n' en línea 21, columna 13
Carácter ilegal 'a' en línea 21, columna 14
Carácter ilegal '7' en línea 21, columna 20
Carácter ilegal 's' en línea 21, columna 22
Carácter ilegal 't' en línea 21, columna 23
Carácter ilegal 'r' en línea 21, columna 24
Carácter ilegal 'i' en línea 21, columna 25
Carácter ilegal 'n' en línea 21, columna 26
Carácter ilegal 'g' en línea 21, columna 27
Carácter ilegal '"' en línea 21, columna 29
Carácter ilegal 'L' en línea 21, columna 30
Carácter ilegal 'u' en línea 21, columna 31
Carácter ilegal 'n' en línea 21, columna 32
Carácter ilegal 'e' en línea 21, columna 33
Carácter ilegal 's' en línea 21, columna 34
Carácter ilegal '"' en línea 21, columna 35
Carácter ilegal '"' en línea 21, columna 38
Carácter ilegal 'M' en línea 21, columna 39
Carácter ilegal 'a' en línea 21, columna 40
Carácter ilegal 'r' en línea 21, columna 41
Carácter ilegal 't' en línea 21, columna 42
Carácter ilegal 'e' en línea 21, columna 43
Carácter ilegal 's' en línea 21, columna 44
Carácter ilegal '"' en línea 21, columna 45
Carácter ilegal '"' en línea 21, columna 48
Carácter ilegal 'M' en línea 21, columna 49
Carácter ilegal 'i' en línea 21, columna 50
Carácter ilegal 'é' en línea 21, columna 51
Carácter ilegal 'r' en línea 21, columna 52
Carácter ilegal 'c' en línea 21, columna 53
Carácter ilegal 'o' en línea 21, columna 54
Carácter ilegal 'l' en línea 21, columna 55
Carácter ilegal 'e' en línea 21, columna 56
Carácter ilegal 's' en línea 21, columna 57
Carácter ilegal '"' en línea 21, columna 58
Carácter ilegal '"' en línea 21, columna 61
Carácter ilegal 'J' en línea 21, columna 62
Carácter ilegal 'u' en línea 21, columna 63
Carácter ilegal 'e' en línea 21, columna 64
Carácter ilegal 'v' en línea 21, columna 65
Carácter ilegal 'e' en línea 21, columna 66
Carácter ilegal 's' en línea 21, columna 67
Carácter ilegal '"' en línea 21, columna 68
Carácter ilegal '"' en línea 21, columna 71
Carácter ilegal 'V' en línea 21, columna 72
Carácter ilegal 'i' en línea 21, columna 73
Carácter ilegal 'e' en línea 21, columna 74
Carácter ilegal 'r' en línea 21, columna 75
Carácter ilegal 'n' en línea 21, columna 76
Carácter ilegal 'e' en línea 21, columna 77
Carácter ilegal 's' en línea 21, columna 78
Carácter ilegal '"' en línea 21, columna 79
Carácter ilegal '"' en línea 21, columna 82
Carácter ilegal 'S' en línea 21, columna 83
Carácter ilegal 'á' en línea 21, columna 84
Carácter ilegal 'b' en línea 21, columna 85
Carácter ilegal 'a' en línea 21, columna 86
Carácter ilegal 'd' en línea 21, columna 87
Carácter ilegal 'o' en línea 21, columna 88
Carácter ilegal '"' en línea 21, columna 89
Carácter ilegal '"' en línea 21, columna 92
Carácter ilegal 'D' en línea 21, columna 93
Carácter ilegal 'o' en línea 21, columna 94
Carácter ilegal 'm' en línea 21, columna 95
Carácter ilegal 'i' en línea 21, columna 96
Carácter ilegal 'n' en línea 21, columna 97
Carácter ilegal 'g' en línea 21, columna 98
Carácter ilegal 'o' en línea 21, columna 99
Carácter ilegal '"' en línea 21, columna 100
Carácter ilegal 'm' en línea 22, columna 5
Carácter ilegal 'a' en línea 22, columna 6
Carácter ilegal 't' en línea 22, columna 7
Carácter ilegal 'r' en línea 22, columna 8
Carácter ilegal 'i' en línea 22, columna 9
Carácter ilegal 'z' en línea 22, columna 10
Carácter ilegal '3' en línea 22, columna 16
Carácter ilegal '3' en línea 22, columna 19
Carácter ilegal 'i' en línea 22, columna 21
Carácter ilegal 'n' en línea 22, columna 22
Carácter ilegal 't' en línea 22, columna 23
Carácter ilegal '1' en línea 22, columna 26
Carácter ilegal '2' en línea 22, columna 29
Carácter ilegal '3' en línea 22, columna 32
Carácter ilegal '4' en línea 22, columna 37
Carácter ilegal '5' en línea 22, columna 40
Carácter ilegal '6' en línea 22, columna 43
Carácter ilegal '7' en línea 22, columna 48
Carácter ilegal '8' en línea 22, columna 51
Carácter ilegal '9' en línea 22, columna 54
Carácter ilegal 'f' en línea 24, columna 5
Carácter ilegal 'm' en línea 24, columna 6
Carácter ilegal 't' en línea 24, columna 7
Carácter ilegal 'P' en línea 24, columna 9
Carácter ilegal 'r' en línea 24, columna 10
Carácter ilegal 'i' en línea 24, columna 11
Carácter ilegal 'n' en línea 24, columna 12
Carácter ilegal 't' en línea 24, columna 13
Carácter ilegal 'l' en línea 24, columna 14
Carácter ilegal 'n' en línea 24, columna 15
Carácter ilegal '"' en línea 24, columna 17
Carácter ilegal 'A' en línea 24, columna 18
Carácter ilegal 'r' en línea 24, columna 19
Carácter ilegal 'r' en línea 24, columna 20
Carácter ilegal 'e' en línea 24, columna 21
Carácter ilegal 'g' en línea 24, columna 22
Carácter ilegal 'l' en línea 24, columna 23
Carácter ilegal 'o' en línea 24, columna 24
Carácter ilegal 'd' en línea 24, columna 26
Carácter ilegal 'e' en línea 24, columna 27
Carácter ilegal 'n' en línea 24, columna 29
Carácter ilegal 'ú' en línea 24, columna 30
Carácter ilegal 'm' en línea 24, columna 31
Carácter ilegal 'e' en línea 24, columna 32
Carácter ilegal 'r' en línea 24, columna 33
Carácter ilegal 'o' en línea 24, columna 34
Carácter ilegal 's' en línea 24, columna 35
Carácter ilegal '"' en línea 24, columna 37
Carácter ilegal 'n' en línea 24, columna 40
Carácter ilegal 'u' en línea 24, columna 41
Carácter ilegal 'm' en línea 24, columna 42
Carácter ilegal 'e' en línea 24, columna 43
Carácter ilegal 'r' en línea 24, columna 44
Carácter ilegal 'o' en línea 24, columna 45
Carácter ilegal 's' en línea 24, columna 46
Carácter ilegal 'f' en línea 25, columna 5
Carácter ilegal 'm' en línea 25, columna 6
Carácter ilegal 't' en línea 25, columna 7
Carácter ilegal 'P' en línea 25, columna 9
Carácter ilegal 'r' en línea 25, columna 10
Carácter ilegal 'i' en línea 25, columna 11
Carácter ilegal 'n' en línea 25, columna 12
Carácter ilegal 't' en línea 25, columna 13
Carácter ilegal 'l' en línea 25, columna 14
Carácter ilegal 'n' en línea 25, columna 15
Carácter ilegal '"' en línea 25, columna 17
Carácter ilegal 'D' en línea 25, columna 18
Carácter ilegal 'í' en línea 25, columna 19
Carácter ilegal 'a' en línea 25, columna 20
Carácter ilegal 's' en línea 25, columna 21
Carácter ilegal 'd' en línea 25, columna 23
Carácter ilegal 'e' en línea 25, columna 24
Carácter ilegal 'l' en línea 25, columna 26
Carácter ilegal 'a' en línea 25, columna 27
Carácter ilegal 's' en línea 25, columna 29
Carácter ilegal 'e' en línea 25, columna 30
Carácter ilegal 'm' en línea 25, columna 31
Carácter ilegal 'a' en línea 25, columna 32
Carácter ilegal 'n' en línea 25, columna 33
Carácter ilegal 'a' en línea 25, columna 34
Carácter ilegal '"' en línea 25, columna 36
Carácter ilegal 'd' en línea 25, columna 39
Carácter ilegal 'i' en línea 25, columna 40
Carácter ilegal 'a' en línea 25, columna 41
Carácter ilegal 's' en línea 25, columna 42
Carácter ilegal 'S' en línea 25, columna 43
Carácter ilegal 'e' en línea 25, columna 44
Carácter ilegal 'm' en línea 25, columna 45
Carácter ilegal 'a' en línea 25, columna 46
Carácter ilegal 'n' en línea 25, columna 47
Carácter ilegal 'a' en línea 25, columna 48
Carácter ilegal 'f' en línea 26, columna 5
Carácter ilegal 'm' en línea 26, columna 6
Carácter ilegal 't' en línea 26, columna 7
Carácter ilegal 'P' en línea 26, columna 9
Carácter ilegal 'r' en línea 26, columna 10
Carácter ilegal 'i' en línea 26, columna 11
Carácter ilegal 'n' en línea 26, columna 12
Carácter ilegal 't' en línea 26, columna 13
Carácter ilegal 'l' en línea 26, columna 14
Carácter ilegal 'n' en línea 26, columna 15
Carácter ilegal '"' en línea 26, columna 17
Carácter ilegal 'M' en línea 26, columna 18
Carácter ilegal 'a' en línea 26, columna 19
Carácter ilegal 't' en línea 26, columna 20
Carácter ilegal 'r' en línea 26, columna 21
Carácter ilegal 'i' en línea 26, columna 22
Carácter ilegal 'z' en línea 26, columna 23
Carácter ilegal '3' en línea 26, columna 25
Carácter ilegal 'x' en línea 26, columna 26
Carácter ilegal '3' en línea 26, columna 27
Carácter ilegal '"' en línea 26, columna 29
Carácter ilegal 'm' en línea 26, columna 32
Carácter ilegal 'a' en línea 26, columna 33
Carácter ilegal 't' en línea 26, columna 34
Carácter ilegal 'r' en línea 26, columna 35
Carácter ilegal 'i' en línea 26, columna 36
Carácter ilegal 'z' en línea 26, columna 37
Carácter ilegal 'v' en línea 29, columna 5
Carácter ilegal 'a' en línea 29, columna 6
Carácter ilegal 'r' en línea 29, columna 7
Carácter ilegal 'l' en línea 29, columna 9
Carácter ilegal 'i' en línea 29, columna 10
Carácter ilegal 's' en línea 29, columna 11
Carácter ilegal 't' en línea 29, columna 12
Carácter ilegal 'a' en línea 29, columna 13
Carácter ilegal 'i' en línea 29, columna 17
Carácter ilegal 'n' en línea 29, columna 18
Carácter ilegal 't' en línea 29, columna 19
Carácter ilegal 'n' en línea 30, columna 5
Carácter ilegal 'o' en línea 30, columna 6
Carácter ilegal 'm' en línea 30, columna 7
Carácter ilegal 'b' en línea 30, columna 8
Carácter ilegal 'r' en línea 30, columna 9
Carácter ilegal 'e' en línea 30, columna 10
Carácter ilegal 's' en línea 30, columna 11
Carácter ilegal 's' en línea 30, columna 18
Carácter ilegal 't' en línea 30, columna 19
Carácter ilegal 'r' en línea 30, columna 20
Carácter ilegal 'i' en línea 30, columna 21
Carácter ilegal 'n' en línea 30, columna 22
Carácter ilegal 'g' en línea 30, columna 23
Carácter ilegal '"' en línea 30, columna 25
Carácter ilegal 'A' en línea 30, columna 26
Carácter ilegal 'n' en línea 30, columna 27
Carácter ilegal 'a' en línea 30, columna 28
Carácter ilegal '"' en línea 30, columna 29
Carácter ilegal '"' en línea 30, columna 32
Carácter ilegal 'L' en línea 30, columna 33
Carácter ilegal 'u' en línea 30, columna 34
Carácter ilegal 'i' en línea 30, columna 35
Carácter ilegal 's' en línea 30, columna 36
Carácter ilegal '"' en línea 30, columna 37
Carácter ilegal '"' en línea 30, columna 40
Carácter ilegal 'C' en línea 30, columna 41
Carácter ilegal 'a' en línea 30, columna 42
Carácter ilegal 'r' en línea 30, columna 43
Carácter ilegal 'l' en línea 30, columna 44
Carácter ilegal 'o' en línea 30, columna 45
Carácter ilegal 's' en línea 30, columna 46
Carácter ilegal '"' en línea 30, columna 47
Carácter ilegal '"' en línea 30, columna 50
Carácter ilegal 'M' en línea 30, columna 51
Carácter ilegal 'a' en línea 30, columna 52
Carácter ilegal 'r' en línea 30, columna 53
Carácter ilegal 'í' en línea 30, columna 54
Carácter ilegal 'a' en línea 30, columna 55
Carácter ilegal '"' en línea 30, columna 56
Carácter ilegal 'd' en línea 31, columna 5
Carácter ilegal 'a' en línea 31, columna 6
Carácter ilegal 't' en línea 31, columna 7
Carácter ilegal 'o' en línea 31, columna 8
Carácter ilegal 's' en línea 31, columna 9
Carácter ilegal 'm' en línea 31, columna 14
Carácter ilegal 'a' en línea 31, columna 15
Carácter ilegal 'k' en línea 31, columna 16
Carácter ilegal 'e' en línea 31, columna 17
Carácter ilegal 'f' en línea 31, columna 21
Carácter ilegal 'l' en línea 31, columna 22
Carácter ilegal 'o' en línea 31, columna 23
Carácter ilegal 'a' en línea 31, columna 24
Carácter ilegal 't' en línea 31, columna 25
Carácter ilegal '6' en línea 31, columna 26
Carácter ilegal '4' en línea 31, columna 27
Carácter ilegal '5' en línea 31, columna 30
Carácter ilegal '1' en línea 31, columna 33
Carácter ilegal '0' en línea 31, columna 34
Carácter ilegal 'l' en línea 34, columna 5
Carácter ilegal 'i' en línea 34, columna 6
Carácter ilegal 's' en línea 34, columna 7
Carácter ilegal 't' en línea 34, columna 8
Carácter ilegal 'a' en línea 34, columna 9
Carácter ilegal 'a' en línea 34, columna 13
Carácter ilegal 'p' en línea 34, columna 14
Carácter ilegal 'p' en línea 34, columna 15
Carácter ilegal 'e' en línea 34, columna 16
Carácter ilegal 'n' en línea 34, columna 17
Carácter ilegal 'd' en línea 34, columna 18
Carácter ilegal 'l' en línea 34, columna 20
Carácter ilegal 'i' en línea 34, columna 21
Carácter ilegal 's' en línea 34, columna 22
Carácter ilegal 't' en línea 34, columna 23
Carácter ilegal 'a' en línea 34, columna 24
Carácter ilegal '1' en línea 34, columna 27
Carácter ilegal 'l' en línea 35, columna 5
Carácter ilegal 'i' en línea 35, columna 6
Carácter ilegal 's' en línea 35, columna 7
Carácter ilegal 't' en línea 35, columna 8
Carácter ilegal 'a' en línea 35, columna 9
Carácter ilegal 'a' en línea 35, columna 13
Carácter ilegal 'p' en línea 35, columna 14
Carácter ilegal 'p' en línea 35, columna 15
Carácter ilegal 'e' en línea 35, columna 16
Carácter ilegal 'n' en línea 35, columna 17
Carácter ilegal 'd' en línea 35, columna 18
Carácter ilegal 'l' en línea 35, columna 20
Carácter ilegal 'i' en línea 35, columna 21
Carácter ilegal 's' en línea 35, columna 22
Carácter ilegal 't' en línea 35, columna 23
Carácter ilegal 'a' en línea 35, columna 24
Carácter ilegal '2' en línea 35, columna 27
Carácter ilegal '3' en línea 35, columna 30
Carácter ilegal '4' en línea 35, columna 33
Carácter ilegal '5' en línea 35, columna 36
Carácter ilegal 's' en línea 36, columna 5
Carácter ilegal 'u' en línea 36, columna 6
Carácter ilegal 'b' en línea 36, columna 7
Carácter ilegal 's' en línea 36, columna 8
Carácter ilegal 'l' en línea 36, columna 9
Carácter ilegal 'i' en línea 36, columna 10
Carácter ilegal 'c' en línea 36, columna 11
Carácter ilegal 'e' en línea 36, columna 12
Carácter ilegal 'n' en línea 36, columna 17
Carácter ilegal 'o' en línea 36, columna 18
Carácter ilegal 'm' en línea 36, columna 19
Carácter ilegal 'b' en línea 36, columna 20
Carácter ilegal 'r' en línea 36, columna 21
Carácter ilegal 'e' en línea 36, columna 22
Carácter ilegal 's' en línea 36, columna 23
Carácter ilegal '1' en línea 36, columna 25
Carácter ilegal '3' en línea 36, columna 27
Carácter ilegal 'f' en línea 38, columna 5
Carácter ilegal 'm' en línea 38, columna 6
Carácter ilegal 't' en línea 38, columna 7
Carácter ilegal 'P' en línea 38, columna 9
Carácter ilegal 'r' en línea 38, columna 10
Carácter ilegal 'i' en línea 38, columna 11
Carácter ilegal 'n' en línea 38, columna 12
Carácter ilegal 't' en línea 38, columna 13
Carácter ilegal 'l' en línea 38, columna 14
Carácter ilegal 'n' en línea 38, columna 15
Carácter ilegal '"' en línea 38, columna 17
Carácter ilegal 'L' en línea 38, columna 18
Carácter ilegal 'i' en línea 38, columna 19
Carácter ilegal 's' en línea 38, columna 20
Carácter ilegal 't' en línea 38, columna 21
Carácter ilegal 'a' en línea 38, columna 22
Carácter ilegal '"' en línea 38, columna 24
Carácter ilegal 'l' en línea 38, columna 27
Carácter ilegal 'i' en línea 38, columna 28
Carácter ilegal 's' en línea 38, columna 29
Carácter ilegal 't' en línea 38, columna 30
Carácter ilegal 'a' en línea 38, columna 31
Carácter ilegal 'f' en línea 39, columna 5
Carácter ilegal 'm' en línea 39, columna 6
Carácter ilegal 't' en línea 39, columna 7
Carácter ilegal 'P' en línea 39, columna 9
Carácter ilegal 'r' en línea 39, columna 10
Carácter ilegal 'i' en línea 39, columna 11
Carácter ilegal 'n' en línea 39, columna 12
Carácter ilegal 't' en línea 39, columna 13
Carácter ilegal 'l' en línea 39, columna 14
Carácter ilegal 'n' en línea 39, columna 15
Carácter ilegal '"' en línea 39, columna 17
Carácter ilegal 'N' en línea 39, columna 18
Carácter ilegal 'o' en línea 39, columna 19
Carácter ilegal 'm' en línea 39, columna 20
Carácter ilegal 'b' en línea 39, columna 21
Carácter ilegal 'r' en línea 39, columna 22
Carácter ilegal 'e' en línea 39, columna 23
Carácter ilegal 's' en línea 39, columna 24
Carácter ilegal '"' en línea 39, columna 26
Carácter ilegal 'n' en línea 39, columna 29
Carácter ilegal 'o' en línea 39, columna 30
Carácter ilegal 'm' en línea 39, columna 31
Carácter ilegal 'b' en línea 39, columna 32
Carácter ilegal 'r' en línea 39, columna 33
Carácter ilegal 'e' en línea 39, columna 34
Carácter ilegal 's' en línea 39, columna 35
Carácter ilegal 'f' en línea 40, columna 5
Carácter ilegal 'm' en línea 40, columna 6
Carácter ilegal 't' en línea 40, columna 7
Carácter ilegal 'P' en línea 40, columna 9
Carácter ilegal 'r' en línea 40, columna 10
Carácter ilegal 'i' en línea 40, columna 11
Carácter ilegal 'n' en línea 40, columna 12
Carácter ilegal 't' en línea 40, columna 13
Carácter ilegal 'l' en línea 40, columna 14
Carácter ilegal 'n' en línea 40, columna 15
Carácter ilegal '"' en línea 40, columna 17
Carácter ilegal 'D' en línea 40, columna 18
Carácter ilegal 'a' en línea 40, columna 19
Carácter ilegal 't' en línea 40, columna 20
Carácter ilegal 'o' en línea 40, columna 21
Carácter ilegal 's' en línea 40, columna 22
Carácter ilegal '"' en línea 40, columna 24
Carácter ilegal 'd' en línea 40, columna 27
Carácter ilegal 'a' en línea 40, columna 28
Carácter ilegal 't' en línea 40, columna 29
Carácter ilegal 'o' en línea 40, columna 30
Carácter ilegal 's' en línea 40, columna 31
Carácter ilegal 'f' en línea 41, columna 5
Carácter ilegal 'm' en línea 41, columna 6
Carácter ilegal 't' en línea 41, columna 7
Carácter ilegal 'P' en línea 41, columna 9
Carácter ilegal 'r' en línea 41, columna 10
Carácter ilegal 'i' en línea 41, columna 11
Carácter ilegal 'n' en línea 41, columna 12
Carácter ilegal 't' en línea 41, columna 13
Carácter ilegal 'l' en línea 41, columna 14
Carácter ilegal 'n' en línea 41, columna 15
Carácter ilegal '"' en línea 41, columna 17
Carácter ilegal 'S' en línea 41, columna 18
Carácter ilegal 'u' en línea 41, columna 19
Carácter ilegal 'b' en línea 41, columna 20
Carácter ilegal 's' en línea 41, columna 21
Carácter ilegal 'l' en línea 41, columna 22
Carácter ilegal 'i' en línea 41, columna 23
Carácter ilegal 'c' en línea 41, columna 24
Carácter ilegal 'e' en línea 41, columna 25
Carácter ilegal '"' en línea 41, columna 27
Carácter ilegal 's' en línea 41, columna 30
Carácter ilegal 'u' en línea 41, columna 31
Carácter ilegal 'b' en línea 41, columna 32
Carácter ilegal 's' en línea 41, columna 33
Carácter ilegal 'l' en línea 41, columna 34
Carácter ilegal 'i' en línea 41, columna 35
Carácter ilegal 'c' en línea 41, columna 36
Carácter ilegal 'e' en línea 41, columna 37
Carácter ilegal 'e' en línea 44, columna 5
Carácter ilegal 'd' en línea 44, columna 6
Carácter ilegal 'a' en línea 44, columna 7
Carácter ilegal 'd' en línea 44, columna 8
Carácter ilegal 'e' en línea 44, columna 9
Carácter ilegal 's' en línea 44, columna 10
Carácter ilegal 'm' en línea 44, columna 15
Carácter ilegal 'a' en línea 44, columna 16
Carácter ilegal 'k' en línea 44, columna 17
Carácter ilegal 'e' en línea 44, columna 18
Carácter ilegal 'm' en línea 44, columna 20
Carácter ilegal 'a' en línea 44, columna 21
Carácter ilegal 'p' en línea 44, columna 22
Carácter ilegal 's' en línea 44, columna 24
Carácter ilegal 't' en línea 44, columna 25
Carácter ilegal 'r' en línea 44, columna 26
Carácter ilegal 'i' en línea 44, columna 27
Carácter ilegal 'n' en línea 44, columna 28
Carácter ilegal 'g' en línea 44, columna 29
Carácter ilegal 'i' en línea 44, columna 31
Carácter ilegal 'n' en línea 44, columna 32
Carácter ilegal 't' en línea 44, columna 33
Carácter ilegal 'e' en línea 45, columna 5
Carácter ilegal 'd' en línea 45, columna 6
Carácter ilegal 'a' en línea 45, columna 7
Carácter ilegal 'd' en línea 45, columna 8
Carácter ilegal 'e' en línea 45, columna 9
Carácter ilegal 's' en línea 45, columna 10
Carácter ilegal '"' en línea 45, columna 12
Carácter ilegal 'J' en línea 45, columna 13
Carácter ilegal 'u' en línea 45, columna 14
Carácter ilegal 'a' en línea 45, columna 15
Carácter ilegal 'n' en línea 45, columna 16
Carácter ilegal '"' en línea 45, columna 17
Carácter ilegal '2' en línea 45, columna 22
Carácter ilegal '5' en línea 45, columna 23
Carácter ilegal 'e' en línea 46, columna 5
Carácter ilegal 'd' en línea 46, columna 6
Carácter ilegal 'a' en línea 46, columna 7
Carácter ilegal 'd' en línea 46, columna 8
Carácter ilegal 'e' en línea 46, columna 9
Carácter ilegal 's' en línea 46, columna 10
Carácter ilegal '"' en línea 46, columna 12
Carácter ilegal 'A' en línea 46, columna 13
Carácter ilegal 'n' en línea 46, columna 14
Carácter ilegal 'a' en línea 46, columna 15
Carácter ilegal '"' en línea 46, columna 16
Carácter ilegal '3' en línea 46, columna 21
Carácter ilegal '0' en línea 46, columna 22
Carácter ilegal 'e' en línea 47, columna 5
Carácter ilegal 'd' en línea 47, columna 6
Carácter ilegal 'a' en línea 47, columna 7
Carácter ilegal 'd' en línea 47, columna 8
Carácter ilegal 'e' en línea 47, columna 9
Carácter ilegal 's' en línea 47, columna 10
Carácter ilegal '"' en línea 47, columna 12
Carácter ilegal 'P' en línea 47, columna 13
Carácter ilegal 'e' en línea 47, columna 14
Carácter ilegal 'd' en línea 47, columna 15
Carácter ilegal 'r' en línea 47, columna 16
Carácter ilegal 'o' en línea 47, columna 17
Carácter ilegal '"' en línea 47, columna 18
Carácter ilegal '2' en línea 47, columna 23
Carácter ilegal '8' en línea 47, columna 24
Carácter ilegal 'p' en línea 50, columna 5
