================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo1.go
Fecha y hora: 12/11/2025 21:22:07
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (143)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    9 | Columna:   10
Carácter ilegal 'd' en línea 53, columna 19
Carácter ilegal 'a' en línea 53, columna 20
Carácter ilegal 'd' en línea 53, columna 21
Carácter ilegal '"' en línea 53, columna 23
Carácter ilegal 'e' en línea 53, columna 26
Carácter ilegal 'd' en línea 53, columna 27
Carácter ilegal 'a' en línea 53, columna 28
Carácter ilegal 'd' en línea 53, columna 29
Carácter ilegal 'f' en línea 54, columna 5
Carácter ilegal 'm' en línea 54, columna 6
Carácter ilegal 't' en línea 54, columna 7
Carácter ilegal 'P' en línea 54, columna 9
Carácter ilegal 'r' en línea 54, columna 10
Carácter ilegal 'i' en línea 54, columna 11
Carácter ilegal 'n' en línea 54, columna 12
Carácter ilegal 't' en línea 54, columna 13
Carácter ilegal 'l' en línea 54, columna 14
Carácter ilegal 'n' en línea 54, columna 15
Carácter ilegal '"' en línea 54, columna 17
Carácter ilegal 'P' en línea 54, columna 18
Carácter ilegal 'r' en línea 54, columna 19
Carácter ilegal 'e' en línea 54, columna 20
Carácter ilegal 'c' en línea 54, columna 21
Carácter ilegal 'i' en línea 54, columna 22
Carácter ilegal 'o' en línea 54, columna 23
Carácter ilegal '"' en línea 54, columna 25
Carácter ilegal 'p' en línea 54, columna 28
Carácter ilegal 'r' en línea 54, columna 29
Carácter ilegal 'e' en línea 54, columna 30
Carácter ilegal 'c' en línea 54, columna 31
Carácter ilegal 'i' en línea 54, columna 32
Carácter ilegal 'o' en línea 54, columna 33
Carácter ilegal 'f' en línea 55, columna 5
Carácter ilegal 'm' en línea 55, columna 6
Carácter ilegal 't' en línea 55, columna 7
Carácter ilegal 'P' en línea 55, columna 9
Carácter ilegal 'r' en línea 55, columna 10
Carácter ilegal 'i' en línea 55, columna 11
Carácter ilegal 'n' en línea 55, columna 12
Carácter ilegal 't' en línea 55, columna 13
Carácter ilegal 'l' en línea 55, columna 14
Carácter ilegal 'n' en línea 55, columna 15
Carácter ilegal '"' en línea 55, columna 17
Carácter ilegal 'A' en línea 55, columna 18
Carácter ilegal 'c' en línea 55, columna 19
Carácter ilegal 't' en línea 55, columna 20
Carácter ilegal 'i' en línea 55, columna 21
Carácter ilegal 'v' en línea 55, columna 22
Carácter ilegal 'o' en línea 55, columna 23
Carácter ilegal '"' en línea 55, columna 25
Carácter ilegal 'a' en línea 55, columna 28
Carácter ilegal 'c' en línea 55, columna 29
Carácter ilegal 't' en línea 55, columna 30
Carácter ilegal 'i' en línea 55, columna 31
Carácter ilegal 'v' en línea 55, columna 32
Carácter ilegal 'o' en línea 55, columna 33
Carácter ilegal 'f' en línea 56, columna 5
Carácter ilegal 'm' en línea 56, columna 6
Carácter ilegal 't' en línea 56, columna 7
Carácter ilegal 'P' en línea 56, columna 9
Carácter ilegal 'r' en línea 56, columna 10
Carácter ilegal 'i' en línea 56, columna 11
Carácter ilegal 'n' en línea 56, columna 12
Carácter ilegal 't' en línea 56, columna 13
Carácter ilegal 'l' en línea 56, columna 14
Carácter ilegal 'n' en línea 56, columna 15
Carácter ilegal '"' en línea 56, columna 17
Carácter ilegal 'C' en línea 56, columna 18
Carácter ilegal 'i' en línea 56, columna 19
Carácter ilegal 'u' en línea 56, columna 20
Carácter ilegal 'd' en línea 56, columna 21
Carácter ilegal 'a' en línea 56, columna 22
Carácter ilegal 'd' en línea 56, columna 23
Carácter ilegal '"' en línea 56, columna 25
Carácter ilegal 'c' en línea 56, columna 28
Carácter ilegal 'i' en línea 56, columna 29
Carácter ilegal 'u' en línea 56, columna 30
Carácter ilegal 'd' en línea 56, columna 31
Carácter ilegal 'a' en línea 56, columna 32
Carácter ilegal 'd' en línea 56, columna 33
Carácter ilegal 'f' en línea 57, columna 5
Carácter ilegal 'm' en línea 57, columna 6
Carácter ilegal 't' en línea 57, columna 7
Carácter ilegal 'P' en línea 57, columna 9
Carácter ilegal 'r' en línea 57, columna 10
Carácter ilegal 'i' en línea 57, columna 11
Carácter ilegal 'n' en línea 57, columna 12
Carácter ilegal 't' en línea 57, columna 13
Carácter ilegal 'l' en línea 57, columna 14
Carácter ilegal 'n' en línea 57, columna 15
Carácter ilegal '"' en línea 57, columna 17
Carácter ilegal 'T' en línea 57, columna 18
Carácter ilegal 'e' en línea 57, columna 19
Carácter ilegal 'm' en línea 57, columna 20
Carácter ilegal 'p' en línea 57, columna 21
Carácter ilegal 'e' en línea 57, columna 22
Carácter ilegal 'r' en línea 57, columna 23
Carácter ilegal 'a' en línea 57, columna 24
Carácter ilegal 't' en línea 57, columna 25
Carácter ilegal 'u' en línea 57, columna 26
Carácter ilegal 'r' en línea 57, columna 27
Carácter ilegal 'a' en línea 57, columna 28
Carácter ilegal '"' en línea 57, columna 30
Carácter ilegal 't' en línea 57, columna 33
Carácter ilegal 'e' en línea 57, columna 34
Carácter ilegal 'm' en línea 57, columna 35
Carácter ilegal 'p' en línea 57, columna 36
Carácter ilegal 'e' en línea 57, columna 37
Carácter ilegal 'r' en línea 57, columna 38
Carácter ilegal 'a' en línea 57, columna 39
Carácter ilegal 't' en línea 57, columna 40
Carácter ilegal 'u' en línea 57, columna 41
Carácter ilegal 'r' en línea 57, columna 42
Carácter ilegal 'a' en línea 57, columna 43
Carácter ilegal 'f' en línea 58, columna 5
Carácter ilegal 'm' en línea 58, columna 6
Carácter ilegal 't' en línea 58, columna 7
Carácter ilegal 'P' en línea 58, columna 9
Carácter ilegal 'r' en línea 58, columna 10
Carácter ilegal 'i' en línea 58, columna 11
Carácter ilegal 'n' en línea 58, columna 12
Carácter ilegal 't' en línea 58, columna 13
Carácter ilegal 'l' en línea 58, columna 14
Carácter ilegal 'n' en línea 58, columna 15
Carácter ilegal '"' en línea 58, columna 17
Carácter ilegal 'C' en línea 58, columna 18
Carácter ilegal 'o' en línea 58, columna 19
Carácter ilegal 'n' en línea 58, columna 20
Carácter ilegal 't' en línea 58, columna 21
Carácter ilegal 'a' en línea 58, columna 22
Carácter ilegal 'd' en línea 58, columna 23
Carácter ilegal 'o' en línea 58, columna 24
Carácter ilegal 'r' en línea 58, columna 25
Carácter ilegal '"' en línea 58, columna 27
Carácter ilegal 'c' en línea 58, columna 30
Carácter ilegal 'o' en línea 58, columna 31
Carácter ilegal 'n' en línea 58, columna 32
Carácter ilegal 't' en línea 58, columna 33
Carácter ilegal 'a' en línea 58, columna 34
Carácter ilegal 'd' en línea 58, columna 35
Carácter ilegal 'o' en línea 58, columna 36
Carácter ilegal 'r' en línea 58, columna 37
Carácter ilegal 'f' en línea 59, columna 5
Carácter ilegal 'm' en línea 59, columna 6
Carácter ilegal 't' en línea 59, columna 7
Carácter ilegal 'P' en línea 59, columna 9
Carácter ilegal 'r' en línea 59, columna 10
Carácter ilegal 'i' en línea 59, columna 11
Carácter ilegal 'n' en línea 59, columna 12
Carácter ilegal 't' en línea 59, columna 13
Carácter ilegal 'l' en línea 59, columna 14
Carácter ilegal 'n' en línea 59, columna 15
Carácter ilegal '"' en línea 59, columna 17
Carácter ilegal 'M' en línea 59, columna 18
Carácter ilegal 'e' en línea 59, columna 19
Carácter ilegal 'n' en línea 59, columna 20
Carácter ilegal 's' en línea 59, columna 21
Carácter ilegal 'a' en línea 59, columna 22
Carácter ilegal 'j' en línea 59, columna 23
Carácter ilegal 'e' en línea 59, columna 24
Carácter ilegal '"' en línea 59, columna 26
Carácter ilegal 'm' en línea 59, columna 29
Carácter ilegal 'e' en línea 59, columna 30
Carácter ilegal 'n' en línea 59, columna 31
Carácter ilegal 's' en línea 59, columna 32
Carácter ilegal 'a' en línea 59, columna 33
Carácter ilegal 'j' en línea 59, columna 34
Carácter ilegal 'e' en línea 59, columna 35
Carácter ilegal 'f' en línea 60, columna 5
Carácter ilegal 'm' en línea 60, columna 6
Carácter ilegal 't' en línea 60, columna 7
Carácter ilegal 'P' en línea 60, columna 9
Carácter ilegal 'r' en línea 60, columna 10
Carácter ilegal 'i' en línea 60, columna 11
Carácter ilegal 'n' en línea 60, columna 12
Carácter ilegal 't' en línea 60, columna 13
Carácter ilegal 'l' en línea 60, columna 14
Carácter ilegal 'n' en línea 60, columna 15
Carácter ilegal '"' en línea 60, columna 17
Carácter ilegal 'R' en línea 60, columna 18
Carácter ilegal 'e' en línea 60, columna 19
Carácter ilegal 's' en línea 60, columna 20
Carácter ilegal 'u' en línea 60, columna 21
Carácter ilegal 'l' en línea 60, columna 22
Carácter ilegal 't' en línea 60, columna 23
Carácter ilegal 'a' en línea 60, columna 24
Carácter ilegal 'd' en línea 60, columna 25
Carácter ilegal 'o' en línea 60, columna 26
Carácter ilegal '"' en línea 60, columna 28
Carácter ilegal 'r' en línea 60, columna 31
Carácter ilegal 'e' en línea 60, columna 32
Carácter ilegal 's' en línea 60, columna 33
Carácter ilegal 'u' en línea 60, columna 34
Carácter ilegal 'l' en línea 60, columna 35
Carácter ilegal 't' en línea 60, columna 36
Carácter ilegal 'a' en línea 60, columna 37
Carácter ilegal 'd' en línea 60, columna 38
Carácter ilegal 'o' en línea 60, columna 39
Carácter ilegal 'f' en línea 61, columna 5
Carácter ilegal 'm' en línea 61, columna 6
Carácter ilegal 't' en línea 61, columna 7
Carácter ilegal 'P' en línea 61, columna 9
Carácter ilegal 'r' en línea 61, columna 10
Carácter ilegal 'i' en línea 61, columna 11
Carácter ilegal 'n' en línea 61, columna 12
Carácter ilegal 't' en línea 61, columna 13
Carácter ilegal 'l' en línea 61, columna 14
Carácter ilegal 'n' en línea 61, columna 15
Carácter ilegal '"' en línea 61, columna 17
Carácter ilegal 'V' en línea 61, columna 18
Carácter ilegal 'a' en línea 61, columna 19
Carácter ilegal 'r' en línea 61, columna 20
Carácter ilegal 'i' en línea 61, columna 21
Carácter ilegal 'a' en línea 61, columna 22
Carácter ilegal 'b' en línea 61, columna 23
Carácter ilegal 'l' en línea 61, columna 24
Carácter ilegal 'e' en línea 61, columna 25
Carácter ilegal 's' en línea 61, columna 26
Carácter ilegal 'm' en línea 61, columna 28
Carácter ilegal 'ú' en línea 61, columna 29
Carácter ilegal 'l' en línea 61, columna 30
Carácter ilegal 't' en línea 61, columna 31
Carácter ilegal 'i' en línea 61, columna 32
Carácter ilegal 'p' en línea 61, columna 33
Carácter ilegal 'l' en línea 61, columna 34
Carácter ilegal 'e' en línea 61, columna 35
Carácter ilegal 's' en línea 61, columna 36
Carácter ilegal '"' en línea 61, columna 38
Carácter ilegal 'x' en línea 61, columna 41
Carácter ilegal 'y' en línea 61, columna 44
Carácter ilegal 'z' en línea 61, columna 47
Carácter ilegal 'f' en línea 62, columna 5
Carácter ilegal 'm' en línea 62, columna 6
Carácter ilegal 't' en línea 62, columna 7
Carácter ilegal 'P' en línea 62, columna 9
Carácter ilegal 'r' en línea 62, columna 10
Carácter ilegal 'i' en línea 62, columna 11
Carácter ilegal 'n' en línea 62, columna 12
Carácter ilegal 't' en línea 62, columna 13
Carácter ilegal 'l' en línea 62, columna 14
Carácter ilegal 'n' en línea 62, columna 15
Carácter ilegal '"' en línea 62, columna 17
Carácter ilegal 'D' en línea 62, columna 18
Carácter ilegal 'e' en línea 62, columna 19
Carácter ilegal 'c' en línea 62, columna 20
Carácter ilegal 'l' en línea 62, columna 21
Carácter ilegal 'a' en línea 62, columna 22
Carácter ilegal 'r' en línea 62, columna 23
Carácter ilegal 'a' en línea 62, columna 24
Carácter ilegal 'c' en línea 62, columna 25
Carácter ilegal 'i' en línea 62, columna 26
Carácter ilegal 'ó' en línea 62, columna 27
Carácter ilegal 'n' en línea 62, columna 28
Carácter ilegal 'c' en línea 62, columna 30
Carácter ilegal 'o' en línea 62, columna 31
Carácter ilegal 'r' en línea 62, columna 32
Carácter ilegal 't' en línea 62, columna 33
Carácter ilegal 'a' en línea 62, columna 34
Carácter ilegal '"' en línea 62, columna 36
Carácter ilegal 'a' en línea 62, columna 39
Carácter ilegal 'b' en línea 62, columna 42
Carácter ilegal 'c' en línea 62, columna 45
Carácter ilegal 'f' en línea 63, columna 5
Carácter ilegal 'm' en línea 63, columna 6
Carácter ilegal 't' en línea 63, columna 7
Carácter ilegal 'P' en línea 63, columna 9
Carácter ilegal 'r' en línea 63, columna 10
Carácter ilegal 'i' en línea 63, columna 11
Carácter ilegal 'n' en línea 63, columna 12
Carácter ilegal 't' en línea 63, columna 13
Carácter ilegal 'l' en línea 63, columna 14
Carácter ilegal 'n' en línea 63, columna 15
Carácter ilegal '"' en línea 63, columna 17
Carácter ilegal 'N' en línea 63, columna 18
Carácter ilegal 'o' en línea 63, columna 19
Carácter ilegal 'm' en línea 63, columna 20
Carácter ilegal 'b' en línea 63, columna 21
Carácter ilegal 'r' en línea 63, columna 22
Carácter ilegal 'e' en línea 63, columna 23
Carácter ilegal 'c' en línea 63, columna 25
Carácter ilegal 'o' en línea 63, columna 26
Carácter ilegal 'm' en línea 63, columna 27
Carácter ilegal 'p' en línea 63, columna 28
Carácter ilegal 'l' en línea 63, columna 29
Carácter ilegal 'e' en línea 63, columna 30
Carácter ilegal 't' en línea 63, columna 31
Carácter ilegal 'o' en línea 63, columna 32
Carácter ilegal '"' en línea 63, columna 34
Carácter ilegal 'n' en línea 63, columna 37
Carácter ilegal 'o' en línea 63, columna 38
Carácter ilegal 'm' en línea 63, columna 39
Carácter ilegal 'b' en línea 63, columna 40
Carácter ilegal 'r' en línea 63, columna 41
Carácter ilegal 'e' en línea 63, columna 42
Carácter ilegal '_' en línea 63, columna 43
Carácter ilegal 'c' en línea 63, columna 44
Carácter ilegal 'o' en línea 63, columna 45
Carácter ilegal 'm' en línea 63, columna 46
Carácter ilegal 'p' en línea 63, columna 47
Carácter ilegal 'l' en línea 63, columna 48
Carácter ilegal 'e' en línea 63, columna 49
Carácter ilegal 't' en línea 63, columna 50
Carácter ilegal 'o' en línea 63, columna 51
Carácter ilegal 'f' en línea 64, columna 5
Carácter ilegal 'm' en línea 64, columna 6
Carácter ilegal 't' en línea 64, columna 7
Carácter ilegal 'P' en línea 64, columna 9
Carácter ilegal 'r' en línea 64, columna 10
Carácter ilegal 'i' en línea 64, columna 11
Carácter ilegal 'n' en línea 64, columna 12
Carácter ilegal 't' en línea 64, columna 13
Carácter ilegal 'l' en línea 64, columna 14
Carácter ilegal 'n' en línea 64, columna 15
Carácter ilegal '"' en línea 64, columna 17
Carácter ilegal 'C' en línea 64, columna 18
Carácter ilegal 'ó' en línea 64, columna 19
Carácter ilegal 'd' en línea 64, columna 20
Carácter ilegal 'i' en línea 64, columna 21
Carácter ilegal 'g' en línea 64, columna 22
Carácter ilegal 'o' en línea 64, columna 23
Carácter ilegal '"' en línea 64, columna 25
Carácter ilegal 'c' en línea 64, columna 28
Carácter ilegal 'o' en línea 64, columna 29
Carácter ilegal 'd' en línea 64, columna 30
Carácter ilegal 'i' en línea 64, columna 31
Carácter ilegal 'g' en línea 64, columna 32
Carácter ilegal 'o' en línea 64, columna 33
Carácter ilegal 'f' en línea 65, columna 5
Carácter ilegal 'm' en línea 65, columna 6
Carácter ilegal 't' en línea 65, columna 7
Carácter ilegal 'P' en línea 65, columna 9
Carácter ilegal 'r' en línea 65, columna 10
Carácter ilegal 'i' en línea 65, columna 11
Carácter ilegal 'n' en línea 65, columna 12
Carácter ilegal 't' en línea 65, columna 13
Carácter ilegal 'l' en línea 65, columna 14
Carácter ilegal 'n' en línea 65, columna 15
Carácter ilegal '"' en línea 65, columna 17
Carácter ilegal 'H' en línea 65, columna 18
Carácter ilegal 'a' en línea 65, columna 19
Carácter ilegal 'b' en línea 65, columna 20
Carácter ilegal 'i' en línea 65, columna 21
Carácter ilegal 'l' en línea 65, columna 22
Carácter ilegal 'i' en línea 65, columna 23
Carácter ilegal 't' en línea 65, columna 24
Carácter ilegal 'a' en línea 65, columna 25
Carácter ilegal 'd' en línea 65, columna 26
Carácter ilegal 'o' en línea 65, columna 27
Carácter ilegal '"' en línea 65, columna 29
Carácter ilegal 'h' en línea 65, columna 32
Carácter ilegal 'a' en línea 65, columna 33
Carácter ilegal 'b' en línea 65, columna 34
Carácter ilegal 'i' en línea 65, columna 35
Carácter ilegal 'l' en línea 65, columna 36
Carácter ilegal 'i' en línea 65, columna 37
Carácter ilegal 't' en línea 65, columna 38
Carácter ilegal 'a' en línea 65, columna 39
Carácter ilegal 'd' en línea 65, columna 40
Carácter ilegal 'o' en línea 65, columna 41
Carácter ilegal 'f' en línea 66, columna 5
Carácter ilegal 'm' en línea 66, columna 6
Carácter ilegal 't' en línea 66, columna 7
Carácter ilegal 'P' en línea 66, columna 9
Carácter ilegal 'r' en línea 66, columna 10
Carácter ilegal 'i' en línea 66, columna 11
Carácter ilegal 'n' en línea 66, columna 12
Carácter ilegal 't' en línea 66, columna 13
Carácter ilegal 'l' en línea 66, columna 14
Carácter ilegal 'n' en línea 66, columna 15
Carácter ilegal '"' en línea 66, columna 17
Carácter ilegal 'P' en línea 66, columna 18
Carácter ilegal 'I' en línea 66, columna 19
Carácter ilegal '"' en línea 66, columna 21
Carácter ilegal 'P' en línea 66, columna 24
Carácter ilegal 'I' en línea 66, columna 25
Carácter ilegal 'f' en línea 67, columna 5
Carácter ilegal 'm' en línea 67, columna 6
Carácter ilegal 't' en línea 67, columna 7
Carácter ilegal 'P' en línea 67, columna 9
Carácter ilegal 'r' en línea 67, columna 10
Carácter ilegal 'i' en línea 67, columna 11
Carácter ilegal 'n' en línea 67, columna 12
Carácter ilegal 't' en línea 67, columna 13
Carácter ilegal 'l' en línea 67, columna 14
Carácter ilegal 'n' en línea 67, columna 15
Carácter ilegal '"' en línea 67, columna 17
Carácter ilegal 'M' en línea 67, columna 18
Carácter ilegal 'A' en línea 67, columna 19
Carácter ilegal 'X' en línea 67, columna 20
Carácter ilegal '_' en línea 67, columna 21
Carácter ilegal 'U' en línea 67, columna 22
Carácter ilegal 'S' en línea 67, columna 23
Carácter ilegal 'U' en línea 67, columna 24
Carácter ilegal 'A' en línea 67, columna 25
Carácter ilegal 'R' en línea 67, columna 26
Carácter ilegal 'I' en línea 67, columna 27
Carácter ilegal 'O' en línea 67, columna 28
Carácter ilegal 'S' en línea 67, columna 29
Carácter ilegal '"' en línea 67, columna 31
Carácter ilegal 'M' en línea 67, columna 34
Carácter ilegal 'A' en línea 67, columna 35
Carácter ilegal 'X' en línea 67, columna 36
Carácter ilegal '_' en línea 67, columna 37
Carácter ilegal 'U' en línea 67, columna 38
Carácter ilegal 'S' en línea 67, columna 39
Carácter ilegal 'U' en línea 67, columna 40
Carácter ilegal 'A' en línea 67, columna 41
Carácter ilegal 'R' en línea 67, columna 42
Carácter ilegal 'I' en línea 67, columna 43
Carácter ilegal 'O' en línea 67, columna 44
Carácter ilegal 'S' en línea 67, columna 45
Carácter ilegal 'f' en línea 68, columna 5
Carácter ilegal 'm' en línea 68, columna 6
Carácter ilegal 't' en línea 68, columna 7
Carácter ilegal 'P' en línea 68, columna 9
Carácter ilegal 'r' en línea 68, columna 10
Carácter ilegal 'i' en línea 68, columna 11
Carácter ilegal 'n' en línea 68, columna 12
Carácter ilegal 't' en línea 68, columna 13
Carácter ilegal 'l' en línea 68, columna 14
Carácter ilegal 'n' en línea 68, columna 15
Carácter ilegal '"' en línea 68, columna 17
Carácter ilegal 'O' en línea 68, columna 18
Carácter ilegal 'p' en línea 68, columna 19
Carácter ilegal 'e' en línea 68, columna 20
Carácter ilegal 'r' en línea 68, columna 21
Carácter ilegal 'a' en línea 68, columna 22
Carácter ilegal 'c' en línea 68, columna 23
Carácter ilegal 'i' en línea 68, columna 24
Carácter ilegal 'o' en línea 68, columna 25
Carácter ilegal 'n' en línea 68, columna 26
Carácter ilegal 'e' en línea 68, columna 27
Carácter ilegal 's' en línea 68, columna 28
Carácter ilegal '"' en línea 68, columna 30
Carácter ilegal 's' en línea 68, columna 33
Carácter ilegal 'u' en línea 68, columna 34
Carácter ilegal 'm' en línea 68, columna 35
Carácter ilegal 'a' en línea 68, columna 36
Carácter ilegal 'r' en línea 68, columna 39
Carácter ilegal 'e' en línea 68, columna 40
Carácter ilegal 's' en línea 68, columna 41
Carácter ilegal 't' en línea 68, columna 42
Carácter ilegal 'a' en línea 68, columna 43
Carácter ilegal 'm' en línea 68, columna 46
Carácter ilegal 'u' en línea 68, columna 47
Carácter ilegal 'l' en línea 68, columna 48
Carácter ilegal 't' en línea 68, columna 49
Carácter ilegal 'i' en línea 68, columna 50
Carácter ilegal 'p' en línea 68, columna 51
Carácter ilegal 'l' en línea 68, columna 52
Carácter ilegal 'i' en línea 68, columna 53
Carácter ilegal 'c' en línea 68, columna 54
Carácter ilegal 'a' en línea 68, columna 55
Carácter ilegal 'c' en línea 68, columna 56
Carácter ilegal 'i' en línea 68, columna 57
Carácter ilegal 'o' en línea 68, columna 58
Carácter ilegal 'n' en línea 68, columna 59
Carácter ilegal 'd' en línea 68, columna 62
Carácter ilegal 'i' en línea 68, columna 63
Carácter ilegal 'v' en línea 68, columna 64
Carácter ilegal 'i' en línea 68, columna 65
Carácter ilegal 's' en línea 68, columna 66
Carácter ilegal 'i' en línea 68, columna 67
Carácter ilegal 'o' en línea 68, columna 68
Carácter ilegal 'n' en línea 68, columna 69
Carácter ilegal 'm' en línea 68, columna 72
Carácter ilegal 'o' en línea 68, columna 73
Carácter ilegal 'd' en línea 68, columna 74
Carácter ilegal 'u' en línea 68, columna 75
Carácter ilegal 'l' en línea 68, columna 76
Carácter ilegal 'o' en línea 68, columna 77
Carácter ilegal 'f' en línea 71, columna 1
Carácter ilegal 'u' en línea 71, columna 2
Carácter ilegal 'n' en línea 71, columna 3
Carácter ilegal 'c' en línea 71, columna 4
Carácter ilegal 'c' en línea 71, columna 6
Carácter ilegal 'a' en línea 71, columna 7
Carácter ilegal 'l' en línea 71, columna 8
Carácter ilegal 'c' en línea 71, columna 9
Carácter ilegal 'u' en línea 71, columna 10
Carácter ilegal 'l' en línea 71, columna 11
Carácter ilegal 'a' en línea 71, columna 12
Carácter ilegal 'r' en línea 71, columna 13
Carácter ilegal 'x' en línea 71, columna 15
Carácter ilegal 'i' en línea 71, columna 17
Carácter ilegal 'n' en línea 71, columna 18
Carácter ilegal 't' en línea 71, columna 19
Carácter ilegal 'y' en línea 71, columna 22
Carácter ilegal 'i' en línea 71, columna 24
Carácter ilegal 'n' en línea 71, columna 25
Carácter ilegal 't' en línea 71, columna 26
Carácter ilegal 'i' en línea 71, columna 29
Carácter ilegal 'n' en línea 71, columna 30
Carácter ilegal 't' en línea 71, columna 31
Carácter ilegal 'r' en línea 72, columna 5
Carácter ilegal 'e' en línea 72, columna 6
Carácter ilegal 't' en línea 72, columna 7
Carácter ilegal 'u' en línea 72, columna 8
Carácter ilegal 'r' en línea 72, columna 9
Carácter ilegal 'n' en línea 72, columna 10
Carácter ilegal 'x' en línea 72, columna 12
Carácter ilegal 'y' en línea 72, columna 16

================================================================================
FIN DEL ANÁLISIS
================================================================================
