================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo2.go
Fecha y hora: 12/11/2025 21:08:45
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (269)
--------------------------------------------------------------------------------
Token: LPAREN               | Valor: (                              | Línea:    6 | Columna:   10
Carácter ilegal 'i' en línea 24, columna 27
Carácter ilegal 'c' en línea 24, columna 28
Carácter ilegal 'a' en línea 24, columna 29
Carácter ilegal 'c' en línea 24, columna 30
Carácter ilegal 'i' en línea 24, columna 31
Carácter ilegal 'ó' en línea 24, columna 32
Carácter ilegal 'n' en línea 24, columna 33
Carácter ilegal 'B' en línea 24, columna 36
Carácter ilegal '"' en línea 24, columna 37
Carácter ilegal 'e' en línea 25, columna 7
Carácter ilegal 'l' en línea 25, columna 8
Carácter ilegal 's' en línea 25, columna 9
Carácter ilegal 'e' en línea 25, columna 10
Carácter ilegal 'i' en línea 25, columna 12
Carácter ilegal 'f' en línea 25, columna 13
Carácter ilegal 'p' en línea 25, columna 15
Carácter ilegal 'u' en línea 25, columna 16
Carácter ilegal 'n' en línea 25, columna 17
Carácter ilegal 't' en línea 25, columna 18
Carácter ilegal 'u' en línea 25, columna 19
Carácter ilegal 'a' en línea 25, columna 20
Carácter ilegal 'c' en línea 25, columna 21
Carácter ilegal 'i' en línea 25, columna 22
Carácter ilegal 'o' en línea 25, columna 23
Carácter ilegal 'n' en línea 25, columna 24
Carácter ilegal '7' en línea 25, columna 29
Carácter ilegal '0' en línea 25, columna 30
Carácter ilegal 'f' en línea 26, columna 9
Carácter ilegal 'm' en línea 26, columna 10
Carácter ilegal 't' en línea 26, columna 11
Carácter ilegal 'P' en línea 26, columna 13
Carácter ilegal 'r' en línea 26, columna 14
Carácter ilegal 'i' en línea 26, columna 15
Carácter ilegal 'n' en línea 26, columna 16
Carácter ilegal 't' en línea 26, columna 17
Carácter ilegal 'l' en línea 26, columna 18
Carácter ilegal 'n' en línea 26, columna 19
Carácter ilegal '"' en línea 26, columna 21
Carácter ilegal 'C' en línea 26, columna 22
Carácter ilegal 'a' en línea 26, columna 23
Carácter ilegal 'l' en línea 26, columna 24
Carácter ilegal 'i' en línea 26, columna 25
Carácter ilegal 'f' en línea 26, columna 26
Carácter ilegal 'i' en línea 26, columna 27
Carácter ilegal 'c' en línea 26, columna 28
Carácter ilegal 'a' en línea 26, columna 29
Carácter ilegal 'c' en línea 26, columna 30
Carácter ilegal 'i' en línea 26, columna 31
Carácter ilegal 'ó' en línea 26, columna 32
Carácter ilegal 'n' en línea 26, columna 33
Carácter ilegal 'C' en línea 26, columna 36
Carácter ilegal '"' en línea 26, columna 37
Carácter ilegal 'e' en línea 27, columna 7
Carácter ilegal 'l' en línea 27, columna 8
Carácter ilegal 's' en línea 27, columna 9
Carácter ilegal 'e' en línea 27, columna 10
Carácter ilegal 'f' en línea 28, columna 9
Carácter ilegal 'm' en línea 28, columna 10
Carácter ilegal 't' en línea 28, columna 11
Carácter ilegal 'P' en línea 28, columna 13
Carácter ilegal 'r' en línea 28, columna 14
Carácter ilegal 'i' en línea 28, columna 15
Carácter ilegal 'n' en línea 28, columna 16
Carácter ilegal 't' en línea 28, columna 17
Carácter ilegal 'l' en línea 28, columna 18
Carácter ilegal 'n' en línea 28, columna 19
Carácter ilegal '"' en línea 28, columna 21
Carácter ilegal 'C' en línea 28, columna 22
Carácter ilegal 'a' en línea 28, columna 23
Carácter ilegal 'l' en línea 28, columna 24
Carácter ilegal 'i' en línea 28, columna 25
Carácter ilegal 'f' en línea 28, columna 26
Carácter ilegal 'i' en línea 28, columna 27
Carácter ilegal 'c' en línea 28, columna 28
Carácter ilegal 'a' en línea 28, columna 29
Carácter ilegal 'c' en línea 28, columna 30
Carácter ilegal 'i' en línea 28, columna 31
Carácter ilegal 'ó' en línea 28, columna 32
Carácter ilegal 'n' en línea 28, columna 33
Carácter ilegal 'R' en línea 28, columna 36
Carácter ilegal 'e' en línea 28, columna 37
Carácter ilegal 'p' en línea 28, columna 38
Carácter ilegal 'r' en línea 28, columna 39
Carácter ilegal 'o' en línea 28, columna 40
Carácter ilegal 'b' en línea 28, columna 41
Carácter ilegal 'a' en línea 28, columna 42
Carácter ilegal 'd' en línea 28, columna 43
Carácter ilegal 'o' en línea 28, columna 44
Carácter ilegal '"' en línea 28, columna 45
Carácter ilegal 'i' en línea 32, columna 5
Carácter ilegal 'f' en línea 32, columna 6
Carácter ilegal 'v' en línea 32, columna 8
Carácter ilegal 'a' en línea 32, columna 9
Carácter ilegal 'l' en línea 32, columna 10
Carácter ilegal 'o' en línea 32, columna 11
Carácter ilegal 'r' en línea 32, columna 12
Carácter ilegal 'c' en línea 32, columna 17
Carácter ilegal 'a' en línea 32, columna 18
Carácter ilegal 'l' en línea 32, columna 19
Carácter ilegal 'c' en línea 32, columna 20
Carácter ilegal 'u' en línea 32, columna 21
Carácter ilegal 'l' en línea 32, columna 22
Carácter ilegal 'a' en línea 32, columna 23
Carácter ilegal 'r' en línea 32, columna 24
Carácter ilegal 'P' en línea 32, columna 25
Carácter ilegal 'r' en línea 32, columna 26
Carácter ilegal 'o' en línea 32, columna 27
Carácter ilegal 'm' en línea 32, columna 28
Carácter ilegal 'e' en línea 32, columna 29
Carácter ilegal 'd' en línea 32, columna 30
Carácter ilegal 'i' en línea 32, columna 31
Carácter ilegal 'o' en línea 32, columna 32
Carácter ilegal '8' en línea 32, columna 34
Carácter ilegal '0' en línea 32, columna 35
Carácter ilegal '9' en línea 32, columna 38
Carácter ilegal '0' en línea 32, columna 39
Carácter ilegal 'v' en línea 32, columna 43
Carácter ilegal 'a' en línea 32, columna 44
Carácter ilegal 'l' en línea 32, columna 45
Carácter ilegal 'o' en línea 32, columna 46
Carácter ilegal 'r' en línea 32, columna 47
Carácter ilegal '7' en línea 32, columna 51
Carácter ilegal '5' en línea 32, columna 52
Carácter ilegal 'f' en línea 33, columna 9
Carácter ilegal 'm' en línea 33, columna 10
Carácter ilegal 't' en línea 33, columna 11
Carácter ilegal 'P' en línea 33, columna 13
Carácter ilegal 'r' en línea 33, columna 14
Carácter ilegal 'i' en línea 33, columna 15
Carácter ilegal 'n' en línea 33, columna 16
Carácter ilegal 't' en línea 33, columna 17
Carácter ilegal 'l' en línea 33, columna 18
Carácter ilegal 'n' en línea 33, columna 19
Carácter ilegal '"' en línea 33, columna 21
Carácter ilegal 'P' en línea 33, columna 22
Carácter ilegal 'r' en línea 33, columna 23
Carácter ilegal 'o' en línea 33, columna 24
Carácter ilegal 'm' en línea 33, columna 25
Carácter ilegal 'e' en línea 33, columna 26
Carácter ilegal 'd' en línea 33, columna 27
Carácter ilegal 'i' en línea 33, columna 28
Carácter ilegal 'o' en línea 33, columna 29
Carácter ilegal 'a' en línea 33, columna 31
Carácter ilegal 'p' en línea 33, columna 32
Carácter ilegal 'r' en línea 33, columna 33
Carácter ilegal 'o' en línea 33, columna 34
Carácter ilegal 'b' en línea 33, columna 35
Carácter ilegal 'a' en línea 33, columna 36
Carácter ilegal 'd' en línea 33, columna 37
Carácter ilegal 'o' en línea 33, columna 38
Carácter ilegal '"' en línea 33, columna 40
Carácter ilegal 'v' en línea 33, columna 43
Carácter ilegal 'a' en línea 33, columna 44
Carácter ilegal 'l' en línea 33, columna 45
Carácter ilegal 'o' en línea 33, columna 46
Carácter ilegal 'r' en línea 33, columna 47
Carácter ilegal 'e' en línea 37, columna 5
Carácter ilegal 's' en línea 37, columna 6
Carácter ilegal 'A' en línea 37, columna 7
Carácter ilegal 'd' en línea 37, columna 8
Carácter ilegal 'u' en línea 37, columna 9
Carácter ilegal 'l' en línea 37, columna 10
Carácter ilegal 't' en línea 37, columna 11
Carácter ilegal 'o' en línea 37, columna 12
Carácter ilegal 'e' en línea 37, columna 17
Carácter ilegal 'd' en línea 37, columna 18
Carácter ilegal 'a' en línea 37, columna 19
Carácter ilegal 'd' en línea 37, columna 20
Carácter ilegal '1' en línea 37, columna 25
Carácter ilegal '8' en línea 37, columna 26
Carácter ilegal 'e' en línea 37, columna 31
Carácter ilegal 'd' en línea 37, columna 32
Carácter ilegal 'a' en línea 37, columna 33
Carácter ilegal 'd' en línea 37, columna 34
Carácter ilegal '6' en línea 37, columna 39
Carácter ilegal '5' en línea 37, columna 40
Carácter ilegal 't' en línea 38, columna 5
Carácter ilegal 'i' en línea 38, columna 6
Carácter ilegal 'e' en línea 38, columna 7
Carácter ilegal 'n' en línea 38, columna 8
Carácter ilegal 'e' en línea 38, columna 9
Carácter ilegal 'A' en línea 38, columna 10
Carácter ilegal 'c' en línea 38, columna 11
Carácter ilegal 'c' en línea 38, columna 12
Carácter ilegal 'e' en línea 38, columna 13
Carácter ilegal 's' en línea 38, columna 14
Carácter ilegal 'o' en línea 38, columna 15
Carácter ilegal 'e' en línea 38, columna 20
Carácter ilegal 's' en línea 38, columna 21
Carácter ilegal 'A' en línea 38, columna 22
Carácter ilegal 'd' en línea 38, columna 23
Carácter ilegal 'u' en línea 38, columna 24
Carácter ilegal 'l' en línea 38, columna 25
Carácter ilegal 't' en línea 38, columna 26
Carácter ilegal 'o' en línea 38, columna 27
Carácter ilegal 'p' en línea 38, columna 32
Carácter ilegal 'u' en línea 38, columna 33
Carácter ilegal 'n' en línea 38, columna 34
Carácter ilegal 't' en línea 38, columna 35
Carácter ilegal 'u' en línea 38, columna 36
Carácter ilegal 'a' en línea 38, columna 37
Carácter ilegal 'c' en línea 38, columna 38
Carácter ilegal 'i' en línea 38, columna 39
Carácter ilegal 'o' en línea 38, columna 40
Carácter ilegal 'n' en línea 38, columna 41
Carácter ilegal '8' en línea 38, columna 45
Carácter ilegal '0' en línea 38, columna 46
Carácter ilegal 'n' en línea 39, columna 5
Carácter ilegal 'o' en línea 39, columna 6
Carácter ilegal 'E' en línea 39, columna 7
Carácter ilegal 's' en línea 39, columna 8
Carácter ilegal 't' en línea 39, columna 9
Carácter ilegal 'a' en línea 39, columna 10
Carácter ilegal 'V' en línea 39, columna 11
Carácter ilegal 'a' en línea 39, columna 12
Carácter ilegal 'c' en línea 39, columna 13
Carácter ilegal 'i' en línea 39, columna 14
Carácter ilegal 'o' en línea 39, columna 15
Carácter ilegal 'd' en línea 39, columna 22
Carácter ilegal 'i' en línea 39, columna 23
Carácter ilegal 'a' en línea 39, columna 24
Carácter ilegal '"' en línea 39, columna 29
Carácter ilegal '"' en línea 39, columna 30
Carácter ilegal 'f' en línea 41, columna 5
Carácter ilegal 'm' en línea 41, columna 6
Carácter ilegal 't' en línea 41, columna 7
Carácter ilegal 'P' en línea 41, columna 9
Carácter ilegal 'r' en línea 41, columna 10
Carácter ilegal 'i' en línea 41, columna 11
Carácter ilegal 'n' en línea 41, columna 12
Carácter ilegal 't' en línea 41, columna 13
Carácter ilegal 'l' en línea 41, columna 14
Carácter ilegal 'n' en línea 41, columna 15
Carácter ilegal '"' en línea 41, columna 17
Carácter ilegal 'E' en línea 41, columna 18
Carácter ilegal 's' en línea 41, columna 19
Carácter ilegal 'a' en línea 41, columna 21
Carácter ilegal 'd' en línea 41, columna 22
Carácter ilegal 'u' en línea 41, columna 23
Carácter ilegal 'l' en línea 41, columna 24
Carácter ilegal 't' en línea 41, columna 25
Carácter ilegal 'o' en línea 41, columna 26
Carácter ilegal '"' en línea 41, columna 28
Carácter ilegal 'e' en línea 41, columna 31
Carácter ilegal 's' en línea 41, columna 32
Carácter ilegal 'A' en línea 41, columna 33
Carácter ilegal 'd' en línea 41, columna 34
Carácter ilegal 'u' en línea 41, columna 35
Carácter ilegal 'l' en línea 41, columna 36
Carácter ilegal 't' en línea 41, columna 37
Carácter ilegal 'o' en línea 41, columna 38
Carácter ilegal 'f' en línea 42, columna 5
Carácter ilegal 'm' en línea 42, columna 6
Carácter ilegal 't' en línea 42, columna 7
Carácter ilegal 'P' en línea 42, columna 9
Carácter ilegal 'r' en línea 42, columna 10
Carácter ilegal 'i' en línea 42, columna 11
Carácter ilegal 'n' en línea 42, columna 12
Carácter ilegal 't' en línea 42, columna 13
Carácter ilegal 'l' en línea 42, columna 14
Carácter ilegal 'n' en línea 42, columna 15
Carácter ilegal '"' en línea 42, columna 17
Carácter ilegal 'T' en línea 42, columna 18
Carácter ilegal 'i' en línea 42, columna 19
Carácter ilegal 'e' en línea 42, columna 20
Carácter ilegal 'n' en línea 42, columna 21
Carácter ilegal 'e' en línea 42, columna 22
Carácter ilegal 'a' en línea 42, columna 24
Carácter ilegal 'c' en línea 42, columna 25
Carácter ilegal 'c' en línea 42, columna 26
Carácter ilegal 'e' en línea 42, columna 27
Carácter ilegal 's' en línea 42, columna 28
Carácter ilegal 'o' en línea 42, columna 29
Carácter ilegal '"' en línea 42, columna 31
Carácter ilegal 't' en línea 42, columna 34
Carácter ilegal 'i' en línea 42, columna 35
Carácter ilegal 'e' en línea 42, columna 36
Carácter ilegal 'n' en línea 42, columna 37
Carácter ilegal 'e' en línea 42, columna 38
Carácter ilegal 'A' en línea 42, columna 39
Carácter ilegal 'c' en línea 42, columna 40
Carácter ilegal 'c' en línea 42, columna 41
Carácter ilegal 'e' en línea 42, columna 42
Carácter ilegal 's' en línea 42, columna 43
Carácter ilegal 'o' en línea 42, columna 44
Carácter ilegal 'f' en línea 43, columna 5
Carácter ilegal 'm' en línea 43, columna 6
Carácter ilegal 't' en línea 43, columna 7
Carácter ilegal 'P' en línea 43, columna 9
Carácter ilegal 'r' en línea 43, columna 10
Carácter ilegal 'i' en línea 43, columna 11
Carácter ilegal 'n' en línea 43, columna 12
Carácter ilegal 't' en línea 43, columna 13
Carácter ilegal 'l' en línea 43, columna 14
Carácter ilegal 'n' en línea 43, columna 15
Carácter ilegal '"' en línea 43, columna 17
Carácter ilegal 'N' en línea 43, columna 18
Carácter ilegal 'o' en línea 43, columna 19
Carácter ilegal 'e' en línea 43, columna 21
Carácter ilegal 's' en línea 43, columna 22
Carácter ilegal 't' en línea 43, columna 23
Carácter ilegal 'á' en línea 43, columna 24
Carácter ilegal 'v' en línea 43, columna 26
Carácter ilegal 'a' en línea 43, columna 27
Carácter ilegal 'c' en línea 43, columna 28
Carácter ilegal 'í' en línea 43, columna 29
Carácter ilegal 'o' en línea 43, columna 30
Carácter ilegal '"' en línea 43, columna 32
Carácter ilegal 'n' en línea 43, columna 35
Carácter ilegal 'o' en línea 43, columna 36
Carácter ilegal 'E' en línea 43, columna 37
Carácter ilegal 's' en línea 43, columna 38
Carácter ilegal 't' en línea 43, columna 39
Carácter ilegal 'a' en línea 43, columna 40
Carácter ilegal 'V' en línea 43, columna 41
Carácter ilegal 'a' en línea 43, columna 42
Carácter ilegal 'c' en línea 43, columna 43
Carácter ilegal 'i' en línea 43, columna 44
Carácter ilegal 'o' en línea 43, columna 45
Carácter ilegal 'f' en línea 46, columna 5
Carácter ilegal 'm' en línea 46, columna 6
Carácter ilegal 't' en línea 46, columna 7
Carácter ilegal 'P' en línea 46, columna 9
Carácter ilegal 'r' en línea 46, columna 10
Carácter ilegal 'i' en línea 46, columna 11
Carácter ilegal 'n' en línea 46, columna 12
Carácter ilegal 't' en línea 46, columna 13
Carácter ilegal 'l' en línea 46, columna 14
Carácter ilegal 'n' en línea 46, columna 15
Carácter ilegal '"' en línea 46, columna 17
Carácter ilegal 'C' en línea 46, columna 18
Carácter ilegal 'o' en línea 46, columna 19
Carácter ilegal 'n' en línea 46, columna 20
Carácter ilegal 't' en línea 46, columna 21
Carácter ilegal 'e' en línea 46, columna 22
Carácter ilegal 'o' en línea 46, columna 23
Carácter ilegal 'd' en línea 46, columna 25
Carácter ilegal 'e' en línea 46, columna 26
Carácter ilegal 'l' en línea 46, columna 27
Carácter ilegal '1' en línea 46, columna 29
Carácter ilegal 'a' en línea 46, columna 31
Carácter ilegal 'l' en línea 46, columna 32
Carácter ilegal '5' en línea 46, columna 34
Carácter ilegal '"' en línea 46, columna 36
Carácter ilegal 'f' en línea 47, columna 5
Carácter ilegal 'o' en línea 47, columna 6
Carácter ilegal 'r' en línea 47, columna 7
Carácter ilegal 'i' en línea 47, columna 9
Carácter ilegal '1' en línea 47, columna 14
Carácter ilegal 'i' en línea 47, columna 17
Carácter ilegal '5' en línea 47, columna 22
Carácter ilegal 'i' en línea 47, columna 25
Carácter ilegal 'f' en línea 48, columna 9
Carácter ilegal 'm' en línea 48, columna 10
Carácter ilegal 't' en línea 48, columna 11
Carácter ilegal 'P' en línea 48, columna 13
Carácter ilegal 'r' en línea 48, columna 14
Carácter ilegal 'i' en línea 48, columna 15
Carácter ilegal 'n' en línea 48, columna 16
Carácter ilegal 't' en línea 48, columna 17
Carácter ilegal 'l' en línea 48, columna 18
Carácter ilegal 'n' en línea 48, columna 19
Carácter ilegal 'i' en línea 48, columna 21
Carácter ilegal 'c' en línea 52, columna 5
Carácter ilegal 'o' en línea 52, columna 6
Carácter ilegal 'n' en línea 52, columna 7
Carácter ilegal 't' en línea 52, columna 8
Carácter ilegal 'a' en línea 52, columna 9
Carácter ilegal 'd' en línea 52, columna 10
Carácter ilegal 'o' en línea 52, columna 11
Carácter ilegal 'r' en línea 52, columna 12
Carácter ilegal '0' en línea 52, columna 17
Carácter ilegal 'f' en línea 53, columna 5
Carácter ilegal 'o' en línea 53, columna 6
Carácter ilegal 'r' en línea 53, columna 7
Carácter ilegal 'c' en línea 53, columna 9
Carácter ilegal 'o' en línea 53, columna 10
Carácter ilegal 'n' en línea 53, columna 11
Carácter ilegal 't' en línea 53, columna 12
Carácter ilegal 'a' en línea 53, columna 13
Carácter ilegal 'd' en línea 53, columna 14
Carácter ilegal 'o' en línea 53, columna 15
Carácter ilegal 'r' en línea 53, columna 16
Carácter ilegal '3' en línea 53, columna 20
Carácter ilegal 'f' en línea 54, columna 9
Carácter ilegal 'm' en línea 54, columna 10
Carácter ilegal 't' en línea 54, columna 11
Carácter ilegal 'P' en línea 54, columna 13
Carácter ilegal 'r' en línea 54, columna 14
Carácter ilegal 'i' en línea 54, columna 15
Carácter ilegal 'n' en línea 54, columna 16
Carácter ilegal 't' en línea 54, columna 17
Carácter ilegal 'l' en línea 54, columna 18
Carácter ilegal 'n' en línea 54, columna 19
Carácter ilegal '"' en línea 54, columna 21
Carácter ilegal 'C' en línea 54, columna 22
Carácter ilegal 'o' en línea 54, columna 23
Carácter ilegal 'n' en línea 54, columna 24
Carácter ilegal 't' en línea 54, columna 25
Carácter ilegal 'a' en línea 54, columna 26
Carácter ilegal 'd' en línea 54, columna 27
Carácter ilegal 'o' en línea 54, columna 28
Carácter ilegal 'r' en línea 54, columna 29
Carácter ilegal '"' en línea 54, columna 31
Carácter ilegal 'c' en línea 54, columna 34
Carácter ilegal 'o' en línea 54, columna 35
Carácter ilegal 'n' en línea 54, columna 36
Carácter ilegal 't' en línea 54, columna 37
Carácter ilegal 'a' en línea 54, columna 38
Carácter ilegal 'd' en línea 54, columna 39
Carácter ilegal 'o' en línea 54, columna 40
Carácter ilegal 'r' en línea 54, columna 41
Carácter ilegal 'c' en línea 55, columna 9
Carácter ilegal 'o' en línea 55, columna 10
Carácter ilegal 'n' en línea 55, columna 11
Carácter ilegal 't' en línea 55, columna 12
Carácter ilegal 'a' en línea 55, columna 13
Carácter ilegal 'd' en línea 55, columna 14
Carácter ilegal 'o' en línea 55, columna 15
Carácter ilegal 'r' en línea 55, columna 16
Carácter ilegal 'f' en línea 59, columna 5
Carácter ilegal 'm' en línea 59, columna 6
Carácter ilegal 't' en línea 59, columna 7
Carácter ilegal 'P' en línea 59, columna 9
Carácter ilegal 'r' en línea 59, columna 10
Carácter ilegal 'i' en línea 59, columna 11
Carácter ilegal 'n' en línea 59, columna 12
Carácter ilegal 't' en línea 59, columna 13
Carácter ilegal 'l' en línea 59, columna 14
Carácter ilegal 'n' en línea 59, columna 15
Carácter ilegal '"' en línea 59, columna 17
Carácter ilegal 'N' en línea 59, columna 18
Carácter ilegal 'ú' en línea 59, columna 19
Carácter ilegal 'm' en línea 59, columna 20
Carácter ilegal 'e' en línea 59, columna 21
Carácter ilegal 'r' en línea 59, columna 22
Carácter ilegal 'o' en línea 59, columna 23
Carácter ilegal 's' en línea 59, columna 24
Carácter ilegal 'e' en línea 59, columna 26
Carácter ilegal 'n' en línea 59, columna 27
Carácter ilegal 'e' en línea 59, columna 29
Carácter ilegal 'l' en línea 59, columna 30
Carácter ilegal 'a' en línea 59, columna 32
Carácter ilegal 'r' en línea 59, columna 33
Carácter ilegal 'r' en línea 59, columna 34
Carácter ilegal 'e' en línea 59, columna 35
Carácter ilegal 'g' en línea 59, columna 36
Carácter ilegal 'l' en línea 59, columna 37
Carácter ilegal 'o' en línea 59, columna 38
Carácter ilegal '"' en línea 59, columna 40
Carácter ilegal 'f' en línea 60, columna 5
Carácter ilegal 'o' en línea 60, columna 6
Carácter ilegal 'r' en línea 60, columna 7
Carácter ilegal 'i' en línea 60, columna 9
Carácter ilegal 'n' en línea 60, columna 10
Carácter ilegal 'd' en línea 60, columna 11
Carácter ilegal 'i' en línea 60, columna 12
Carácter ilegal 'c' en línea 60, columna 13
Carácter ilegal 'e' en línea 60, columna 14
Carácter ilegal 'v' en línea 60, columna 17
Carácter ilegal 'a' en línea 60, columna 18
Carácter ilegal 'l' en línea 60, columna 19
Carácter ilegal 'o' en línea 60, columna 20
Carácter ilegal 'r' en línea 60, columna 21
Carácter ilegal 'r' en línea 60, columna 26
Carácter ilegal 'a' en línea 60, columna 27
Carácter ilegal 'n' en línea 60, columna 28
Carácter ilegal 'g' en línea 60, columna 29
Carácter ilegal 'e' en línea 60, columna 30
Carácter ilegal 'n' en línea 60, columna 32
Carácter ilegal 'u' en línea 60, columna 33
Carácter ilegal 'm' en línea 60, columna 34
Carácter ilegal 'e' en línea 60, columna 35
Carácter ilegal 'r' en línea 60, columna 36
Carácter ilegal 'o' en línea 60, columna 37
Carácter ilegal 's' en línea 60, columna 38
Carácter ilegal 'i' en línea 61, columna 9
Carácter ilegal 'f' en línea 61, columna 10
Carácter ilegal 'v' en línea 61, columna 12
Carácter ilegal 'a' en línea 61, columna 13
Carácter ilegal 'l' en línea 61, columna 14
Carácter ilegal 'o' en línea 61, columna 15
Carácter ilegal 'r' en línea 61, columna 16
Carácter ilegal '2' en línea 61, columna 20
Carácter ilegal '0' en línea 61, columna 25
Carácter ilegal 'f' en línea 62, columna 13
Carácter ilegal 'm' en línea 62, columna 14
Carácter ilegal 't' en línea 62, columna 15
Carácter ilegal 'P' en línea 62, columna 17
Carácter ilegal 'r' en línea 62, columna 18
Carácter ilegal 'i' en línea 62, columna 19
Carácter ilegal 'n' en línea 62, columna 20
Carácter ilegal 't' en línea 62, columna 21
Carácter ilegal 'l' en línea 62, columna 22
Carácter ilegal 'n' en línea 62, columna 23
Carácter ilegal '"' en línea 62, columna 25
Carácter ilegal 'Í' en línea 62, columna 26
Carácter ilegal 'n' en línea 62, columna 27
Carácter ilegal 'd' en línea 62, columna 28
Carácter ilegal 'i' en línea 62, columna 29
Carácter ilegal 'c' en línea 62, columna 30
Carácter ilegal 'e' en línea 62, columna 31
Carácter ilegal '"' en línea 62, columna 32
Carácter ilegal 'i' en línea 62, columna 35
Carácter ilegal 'n' en línea 62, columna 36
Carácter ilegal 'd' en línea 62, columna 37
Carácter ilegal 'i' en línea 62, columna 38
Carácter ilegal 'c' en línea 62, columna 39
Carácter ilegal 'e' en línea 62, columna 40
Carácter ilegal '"' en línea 62, columna 43
Carácter ilegal 'N' en línea 62, columna 46
Carácter ilegal 'ú' en línea 62, columna 47
Carácter ilegal 'm' en línea 62, columna 48
Carácter ilegal 'e' en línea 62, columna 49
Carácter ilegal 'r' en línea 62, columna 50
Carácter ilegal 'o' en línea 62, columna 51
Carácter ilegal 'p' en línea 62, columna 53
Carácter ilegal 'a' en línea 62, columna 54
Carácter ilegal 'r' en línea 62, columna 55
Carácter ilegal '"' en línea 62, columna 57
Carácter ilegal 'v' en línea 62, columna 60
Carácter ilegal 'a' en línea 62, columna 61
Carácter ilegal 'l' en línea 62, columna 62
Carácter ilegal 'o' en línea 62, columna 63
Carácter ilegal 'r' en línea 62, columna 64
Carácter ilegal 's' en línea 67, columna 5
Carácter ilegal 'w' en línea 67, columna 6
Carácter ilegal 'i' en línea 67, columna 7
Carácter ilegal 't' en línea 67, columna 8
Carácter ilegal 'c' en línea 67, columna 9
Carácter ilegal 'h' en línea 67, columna 10
Carácter ilegal 'd' en línea 67, columna 12
Carácter ilegal 'i' en línea 67, columna 13
Carácter ilegal 'a' en línea 67, columna 14
Carácter ilegal 'c' en línea 68, columna 5
Carácter ilegal 'a' en línea 68, columna 6
Carácter ilegal 's' en línea 68, columna 7
Carácter ilegal 'e' en línea 68, columna 8
Carácter ilegal '"' en línea 68, columna 10
Carácter ilegal 'l' en línea 68, columna 11
Carácter ilegal 'u' en línea 68, columna 12
Carácter ilegal 'n' en línea 68, columna 13
Carácter ilegal 'e' en línea 68, columna 14
Carácter ilegal 's' en línea 68, columna 15
Carácter ilegal '"' en línea 68, columna 16
Carácter ilegal 'f' en línea 69, columna 9
Carácter ilegal 'm' en línea 69, columna 10
Carácter ilegal 't' en línea 69, columna 11
Carácter ilegal 'P' en línea 69, columna 13
Carácter ilegal 'r' en línea 69, columna 14
Carácter ilegal 'i' en línea 69, columna 15
Carácter ilegal 'n' en línea 69, columna 16
Carácter ilegal 't' en línea 69, columna 17
Carácter ilegal 'l' en línea 69, columna 18
Carácter ilegal 'n' en línea 69, columna 19
Carácter ilegal '"' en línea 69, columna 21
Carácter ilegal 'I' en línea 69, columna 22
Carácter ilegal 'n' en línea 69, columna 23
Carácter ilegal 'i' en línea 69, columna 24
Carácter ilegal 'c' en línea 69, columna 25
Carácter ilegal 'i' en línea 69, columna 26
Carácter ilegal 'o' en línea 69, columna 27
Carácter ilegal 'd' en línea 69, columna 29
Carácter ilegal 'e' en línea 69, columna 30
Carácter ilegal 's' en línea 69, columna 32
Carácter ilegal 'e' en línea 69, columna 33
Carácter ilegal 'm' en línea 69, columna 34
Carácter ilegal 'a' en línea 69, columna 35
Carácter ilegal 'n' en línea 69, columna 36
Carácter ilegal 'a' en línea 69, columna 37
Carácter ilegal '"' en línea 69, columna 38
Carácter ilegal 'c' en línea 70, columna 5
Carácter ilegal 'a' en línea 70, columna 6
Carácter ilegal 's' en línea 70, columna 7
Carácter ilegal 'e' en línea 70, columna 8
Carácter ilegal '"' en línea 70, columna 10
Carácter ilegal 'v' en línea 70, columna 11
Carácter ilegal 'i' en línea 70, columna 12
Carácter ilegal 'e' en línea 70, columna 13
Carácter ilegal 'r' en línea 70, columna 14
Carácter ilegal 'n' en línea 70, columna 15
Carácter ilegal 'e' en línea 70, columna 16
Carácter ilegal 's' en línea 70, columna 17
Carácter ilegal '"' en línea 70, columna 18
Carácter ilegal 'f' en línea 71, columna 9
Carácter ilegal 'm' en línea 71, columna 10
Carácter ilegal 't' en línea 71, columna 11
Carácter ilegal 'P' en línea 71, columna 13
Carácter ilegal 'r' en línea 71, columna 14
Carácter ilegal 'i' en línea 71, columna 15
Carácter ilegal 'n' en línea 71, columna 16
Carácter ilegal 't' en línea 71, columna 17
Carácter ilegal 'l' en línea 71, columna 18
Carácter ilegal 'n' en línea 71, columna 19
Carácter ilegal '"' en línea 71, columna 21
Carácter ilegal 'F' en línea 71, columna 22
Carácter ilegal 'i' en línea 71, columna 23
Carácter ilegal 'n' en línea 71, columna 24
Carácter ilegal 'd' en línea 71, columna 26
Carácter ilegal 'e' en línea 71, columna 27
Carácter ilegal 's' en línea 71, columna 29
Carácter ilegal 'e' en línea 71, columna 30
Carácter ilegal 'm' en línea 71, columna 31
Carácter ilegal 'a' en línea 71, columna 32
Carácter ilegal 'n' en línea 71, columna 33
Carácter ilegal 'a' en línea 71, columna 34
