================================================================================
ANÁLISIS LÉXICO - LENGUAJE GO
================================================================================
Archivo analizado: algoritmo2.go
Fecha y hora: 12/11/2025 21:43:31
Usuario: SKEIILAT
================================================================================

TOKENS RECONOCIDOS (499)
--------------------------------------------------------------------------------
Token: PACKAGE              | Valor: package                        | Línea:    5 | Columna:    1
Token: DOT                  | Valor: .                              | Línea:  107 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:  107 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:  107 | Columna:   16
Token: STRING_LITERAL       | Valor: a != b:                        | Línea:  107 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:  107 | Columna:   26
Token: ID                   | Valor: a                              | Línea:  107 | Columna:   28
Token: NE                   | Valor: !=                             | Línea:  107 | Columna:   30
Token: ID                   | Valor: b                              | Línea:  107 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:  107 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:  108 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:  108 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:  108 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:  108 | Columna:   16
Token: STRING_LITERAL       | Valor: a < b:                         | Línea:  108 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:  108 | Columna:   25
Token: ID                   | Valor: a                              | Línea:  108 | Columna:   27
Token: LT                   | Valor: <                              | Línea:  108 | Columna:   29
Token: ID                   | Valor: b                              | Línea:  108 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:  108 | Columna:   32
Token: ID                   | Valor: fmt                            | Línea:  109 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:  109 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:  109 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:  109 | Columna:   16
Token: STRING_LITERAL       | Valor: a <= b:                        | Línea:  109 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:  109 | Columna:   26
Token: ID                   | Valor: a                              | Línea:  109 | Columna:   28
Token: LE                   | Valor: <=                             | Línea:  109 | Columna:   30
Token: ID                   | Valor: b                              | Línea:  109 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:  109 | Columna:   34
Token: ID                   | Valor: fmt                            | Línea:  110 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:  110 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:  110 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:  110 | Columna:   16
Token: STRING_LITERAL       | Valor: a > b:                         | Línea:  110 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:  110 | Columna:   25
Token: ID                   | Valor: a                              | Línea:  110 | Columna:   27
Token: GT                   | Valor: >                              | Línea:  110 | Columna:   29
Token: ID                   | Valor: b                              | Línea:  110 | Columna:   31
Token: RPAREN               | Valor: )                              | Línea:  110 | Columna:   32
Token: ID                   | Valor: fmt                            | Línea:  111 | Columna:    5
Token: DOT                  | Valor: .                              | Línea:  111 | Columna:    8
Token: ID                   | Valor: Println                        | Línea:  111 | Columna:    9
Token: LPAREN               | Valor: (                              | Línea:  111 | Columna:   16
Token: STRING_LITERAL       | Valor: a >= b:                        | Línea:  111 | Columna:   17
Token: COMMA                | Valor: ,                              | Línea:  111 | Columna:   26
Token: ID                   | Valor: a                              | Línea:  111 | Columna:   28
Token: GE                   | Valor: >=                             | Línea:  111 | Columna:   30
Token: ID                   | Valor: b                              | Línea:  111 | Columna:   33
Token: RPAREN               | Valor: )                              | Línea:  111 | Columna:   34
Token: RBRACE               | Valor: }                              | Línea:  112 | Columna:    1
Token: FUNC                 | Valor: func                           | Línea:  114 | Columna:    1
Token: ID                   | Valor: calcularPromedio               | Línea:  114 | Columna:    6
Token: LPAREN               | Valor: (                              | Línea:  114 | Columna:   22
Token: ID                   | Valor: nota1                          | Línea:  114 | Columna:   23
Token: ID                   | Valor: int                            | Línea:  114 | Columna:   29
Token: COMMA                | Valor: ,                              | Línea:  114 | Columna:   32
Token: ID                   | Valor: nota2                          | Línea:  114 | Columna:   34
Token: ID                   | Valor: int                            | Línea:  114 | Columna:   40
Token: RPAREN               | Valor: )                              | Línea:  114 | Columna:   43
Token: ID                   | Valor: int                            | Línea:  114 | Columna:   45
Token: LBRACE               | Valor: {                              | Línea:  114 | Columna:   49
Token: RETURN               | Valor: return                         | Línea:  115 | Columna:    5
Token: LPAREN               | Valor: (                              | Línea:  115 | Columna:   12
Token: ID                   | Valor: nota1                          | Línea:  115 | Columna:   13
Token: PLUS                 | Valor: +                              | Línea:  115 | Columna:   19
Token: ID                   | Valor: nota2                          | Línea:  115 | Columna:   21
Token: RPAREN               | Valor: )                              | Línea:  115 | Columna:   26
Token: DIVIDE               | Valor: /                              | Línea:  115 | Columna:   28
Token: INT_LITERAL          | Valor: 2                              | Línea:  115 | Columna:   30
Token: RBRACE               | Valor: }                              | Línea:  116 | Columna:    1
Token: FUNC                 | Valor: func                           | Línea:  118 | Columna:    1
Token: ID                   | Valor: evaluarNota                    | Línea:  118 | Columna:    6
Token: LPAREN               | Valor: (                              | Línea:  118 | Columna:   17
Token: ID                   | Valor: puntos                         | Línea:  118 | Columna:   18
Token: ID                   | Valor: int                            | Línea:  118 | Columna:   25
Token: RPAREN               | Valor: )                              | Línea:  118 | Columna:   28
Token: ID                   | Valor: string                         | Línea:  118 | Columna:   30
Token: LBRACE               | Valor: {                              | Línea:  118 | Columna:   37
Token: IF                   | Valor: if                             | Línea:  119 | Columna:    5
Token: ID                   | Valor: puntos                         | Línea:  119 | Columna:    8
Token: GE                   | Valor: >=                             | Línea:  119 | Columna:   15
Token: INT_LITERAL          | Valor: 90                             | Línea:  119 | Columna:   18
Token: LBRACE               | Valor: {                              | Línea:  119 | Columna:   21
Token: RETURN               | Valor: return                         | Línea:  120 | Columna:    9
Token: STRING_LITERAL       | Valor: Excelente                      | Línea:  120 | Columna:   16
Token: RBRACE               | Valor: }                              | Línea:  121 | Columna:    5
Token: ELSE                 | Valor: else                           | Línea:  121 | Columna:    7
Token: IF                   | Valor: if                             | Línea:  121 | Columna:   12
Token: ID                   | Valor: puntos                         | Línea:  121 | Columna:   15
Token: GE                   | Valor: >=                             | Línea:  121 | Columna:   22
Token: INT_LITERAL          | Valor: 70                             | Línea:  121 | Columna:   25
Token: LBRACE               | Valor: {                              | Línea:  121 | Columna:   28
Token: RETURN               | Valor: return                         | Línea:  122 | Columna:    9
Token: STRING_LITERAL       | Valor: Bueno                          | Línea:  122 | Columna:   16
Token: RBRACE               | Valor: }                              | Línea:  123 | Columna:    5
Token: RETURN               | Valor: return                         | Línea:  124 | Columna:    5
Token: STRING_LITERAL       | Valor: Regular                        | Línea:  124 | Columna:   12
Token: RBRACE               | Valor: }                              | Línea:  125 | Columna:    1

================================================================================
ERRORES LÉXICOS (0)
--------------------------------------------------------------------------------
No se encontraron errores léxicos.

================================================================================
FIN DEL ANÁLISIS
================================================================================
